Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.82395886065817,10.838802449906002,46303.3219925403,337,1.1136970565004476,0.0006153773966421,-0.0005927260090318
2,0.82761626781397,10.637640088638,45239.41432708815,330,1.1114804520719963,0.0006435756909112,-0.0006195537692908
3,0.82395874843076,10.921628482471002,46267.484205399545,337,1.1120202744623795,0.0006169299301222,-0.0005945522905199
4,0.82762794514156,10.589096872122,45241.086773158495,330,1.110268119691624,0.0006380204651821,-0.0006146004558264
5,0.8270933764109699,10.596858705883,45405.01825568452,331,1.1112160376864697,0.0006186313560694,-0.0005953782785963
6,0.82813790857379,10.601081032122,45208.12698256259,329,1.110456172613761,0.0006409759688702,-0.0006172273472469
7,0.82814082704392,10.592077872785,45058.38349904301,329,1.108344889074272,0.000671757242651,-0.0006471572731462
8,0.8276161662239301,10.582637433029,45296.72317619978,330,1.112872571054355,0.0006261866874616,-0.0006023198769077
9,0.8270930286492499,10.569821747255,45509.34528205392,331,1.1104159845176138,0.0006382844661109,-0.0006144461513577
10,0.8260480231437699,10.692808722596,45728.03859958034,333,1.1105584623039253,0.0006103568688797,-0.00058779591546
11,0.82395918488828,10.918782827702,46219.90082403898,337,1.116089414248021,0.0006071165150245,-0.000583895567163
