Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.89955156209856,10.450575699413,54358.56064223917,522,1.069347906092841,0.0006724910481092,-0.0006344707258291
2,0.9053145558529,9.8668289068919,51141.11206036134,492,1.065553308249977,0.0007596541075,-0.0007165052425926
3,0.8991562904840301,10.482643370407,54720.26261334494,524,1.0701510599270938,0.0006732824694084,-0.0006356672474451
4,0.90069575369938,10.320769893439,53840.11723065886,516,1.0691742568756366,0.000702788895964,-0.000664249944018
5,0.90532533888494,9.842535210101,51248.51659724221,492,1.065888157230105,0.0007449366758947,-0.0007024565655685
6,0.90146555405831,10.244553921493,53425.12278785397,512,1.0683324072575984,0.0007170341307968,-0.0006772030654457
7,0.90127310396859,10.260071535531,53453.138010921226,513,1.0678434368864764,0.0007018634815142,-0.0006637113495357
8,0.90185054962338,10.200752834424,53274.67744797144,510,1.0685505628886474,0.0006953990530296,-0.0006551758909564
9,0.8989797238089601,10.508391567418,54723.31977090689,525,1.0702728649050297,0.0006673155171364,-0.0006301671813844
10,0.8980014524431801,10.600625008139,55210.38607789147,530,1.0704846879501837,0.0006471332524324,-0.0006106411097462
11,0.8968469012395899,10.720846608937,55982.458669050146,536,1.0718360083935647,0.0006272253978965,-0.0005915134809145
12,0.9014655540583,10.240030589423,53526.25406362353,512,1.0684540580548167,0.0006897823214641,-0.0006510889895051
13,0.9028127046864,10.100000000001,52756.29663896164,505,1.068011632737848,0.0007007039780143,-0.0006609179811482
14,0.90358254510631,10.021017941973,52261.16647312353,501,1.066713626525443,0.0007360004119022,-0.0006945198929339
15,0.90127310396856,10.261517401958,53565.70162087472,513,1.0687974831710194,0.0006845519994464,-0.0006457051741349
