Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.95920058097727,4.2399999999999,22113.68540189099,212,1.0275109336121275,0.0026300220987403,-0.0025145696432478
2,0.95920058097727,4.2399999999999,22132.5349576789,212,1.027762516733601,0.0026273702118822,-0.0025072588499928
3,0.95881568079781,4.2799999999999,22413.559450133653,214,1.0283836956977084,0.0025690210884556,-0.0024526922903514
4,0.95900813088752,4.259999999999899,22254.197648118363,213,1.0278411248979933,0.0025968353296591,-0.002479868656469
5,0.95881568079781,4.2799999999999,22347.58600487595,214,1.0279812964397097,0.0025593018837645,-0.0024390190643876
6,0.95958548115673,4.1999999999999,21917.483910481853,210,1.0275332441471572,0.0026390449828851,-0.0025194282417095
7,0.9588156807978,4.2799999999999,22328.73644908804,214,1.0278431070561649,0.0025997442040347,-0.0024813566125941
8,0.95920058097726,4.2399999999999,22116.82699452231,212,1.027781477453359,0.0025440726696042,-0.0024289527453403
9,0.9588156807978,4.2799999999999,22300.462115406164,214,1.0278679861910245,0.0026023559586724,-0.0024814349398238
10,0.95843078061836,4.3199999999999,22509.22997734058,216,1.0280348350360071,0.0024961356025742,-0.0023810049912973
11,0.95862323070807,4.2999999999998995,22484.956658472012,215,1.0285313780533791,0.0025478852342543,-0.0024259497570737
12,0.95900813088754,4.259999999999899,22279.33038916891,213,1.0280758085110837,0.0025633721489007,-0.0024461462341564
13,0.95881568079781,4.2799999999999,22347.586004875942,214,1.027914928528076,0.0025870736785004,-0.0024722223372575
14,0.95900813088753,4.259999999999899,22188.224202860663,213,1.027497356975577,0.0026293274106422,-0.0025123981317172
15,0.95900813088754,4.259999999999899,22257.33924074968,213,1.0279816507617612,0.0026318528593479,-0.0025156933006571
