time,NumDofs,NumElems,area,gradPx_avg,gradPy_avg,integral_in,integral_out,mem,product_avg,product_int,velx_avg,velx_int,vely_avg,vely_int,vol,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps
0,0,0,131.50116111422,-1.0,1.0849618792012e-17,0.0,0.0,5396,0.0,0.0,0.0,0.0,0.0,0.0,0.71987498399727,0.7193163882875973,130.83247064460946,4761,1.5818831057119207,0.7193163882875973,130.83247064460946,4761
1,16030035,3395848,131.50116111422,-0.61037653809345,-0.0007221595078391,3.3859238963817e-06,3.3842216393806e-06,9358,-4.6435921357158e-06,-2.7010789707855e-06,4.6778206075514e-06,2.7209889462474e-06,-3.1808419353772998e-12,-1.8502282306316e-12,0.71987498399727,0.7193163882875973,130.83247064460946,4761,1.5818831057119207,0.7193163882875973,130.83247064460946,4761
