time,NumDofs,NumElems,area,gradPx_avg,gradPy_avg,integral_in,integral_out,mem,product_avg,product_int,velx_avg,velx_int,vely_avg,vely_int,vol,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps
0,0,0,149.21199999987,-1.0,-3.9030573967662e-17,0.0,0.0,8214,0.0,0.0,0.0,0.0,0.0,0.0,0.74420800000026,0.7436375757527078,137.1474368201139,5329,1.4766584324549341,0.7436375757527078,137.1474368201139,5329
1,26879130,5726672,149.21199999987,-0.29503093622506,-0.067283076909561,1.5076254457993e-06,1.5072334035354e-06,14420,-1.9123338284697e-06,-1.1568817308e-06,2.0193848822413e-06,1.2216431268112e-06,9.3525964283153e-08,5.6579284340335e-08,0.74420800000026,0.7436375757527078,137.1474368201139,5329,1.4766584324549341,0.7436375757527078,137.1474368201139,5329
