time,NumDofs,NumElems,area,gradPx_avg,gradPy_avg,integral_in,integral_out,mem,product_avg,product_int,velx_avg,velx_int,vely_avg,vely_int,vol,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps
0,0,0,103.10530918022,-1.0,-1.9839920565032998e-17,0.0,0.0,6949,0.0,0.0,0.0,0.0,0.0,0.0,0.82893145723049,0.8286271942682961,93.48679348816874,3721,1.3502564518965507,0.8286271942682961,93.48679348816874,3721
1,22233861,4768358,103.10530918022,-0.58374639835301,0.00075336695531,7.7190187133612e-06,7.7191995165049e-06,11693,-9.2660772344475e-06,-6.2162241806379e-06,9.3521682488859e-06,6.2739790462781e-06,-7.984446305550501e-10,-5.3564315230453e-10,0.82893145723049,0.8286271942682961,93.48679348816874,3721,1.3502564518965507,0.8286271942682961,93.48679348816874,3721
