time,NumDofs,NumElems,area,gradPx_avg,gradPy_avg,integral_in,integral_out,mem,product_avg,product_int,velx_avg,velx_int,vely_avg,vely_int,vol,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps
0,0,0,185.57310365468,-1.0,-7.392637255076001e-17,0.0,0.0,9931,0.0,0.0,0.0,0.0,0.0,0.0,0.67195000000001,0.6715033272958744,168.41452281912362,6561,1.4175591770058975,0.6715033272958744,168.41452281912362,6561
1,31456125,6678362,185.57310365468,-0.50830479255816,0.0002136204072408,1.2321387331534e-06,1.2325102316847e-06,16406,-1.766145334705e-06,-9.6000242427844e-07,1.7972969437304e-06,9.7693513054953e-07,-6.9528294733007e-12,-3.7792660766947994e-12,0.67195000000001,0.6715033272958744,168.41452281912362,6561,1.4175591770058975,0.6715033272958744,168.41452281912362,6561
