Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.72756008006924,17.846447120585,69599.55319018719,522,1.190506059353033,0.00023421580931336558,-0.00022548044279428598
2,0.7432658553050799,16.816871846243,65284.486926008874,492,1.1809363363920042,0.00027514869441101465,-0.0002644835859323748
3,0.7263673086324399,18.041516384401,69990.05879923231,524,1.1899241067447934,0.00023345734592867344,-0.00022499075481829828
4,0.7305647078792199,17.628940348225,69391.4548709471,516,1.186424576137404,0.0002518775803329712,-0.0002428453977399605
5,0.7432729591905899,16.658411193793,65509.76841687853,492,1.180961646121049,0.0002702987952904736,-0.00026000003853864155
6,0.73261390142315,17.389908273228,69038.0637578165,512,1.1805098746867169,0.0002557202194055917,-0.00024618260979219537
7,0.73206749098821,17.586061428681,69051.56323244826,513,1.18228024613839,0.0002510084887596688,-0.00024202329926508408
8,0.73367815501185,17.246332690110002,68558.36425988491,510,1.1884198538674728,0.00024058660279772684,-0.00023108940124147274
9,0.72600389558561,17.942272446505,70034.57275762728,525,1.192468556832695,0.0002304861990019165,-0.0002220440676301832
10,0.7232024090021201,18.024366642272998,71523.82571603036,530,1.1916839354342812,0.0002193384305425337,-0.00021139383086721665
