Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.8991666619191,10.480903977472,54576.7532820675,524,1.0696781723298157,0.0006680685162865472,-0.0006302334212053927
2,0.90396740522479,10.000275728063999,51913.26345050373,499,1.0665087873421797,0.0007300471431295303,-0.0006883877298140806
3,0.89761668976618,10.642612524865001,55549.05087581993,532,1.0712427992736415,0.0006483968230940356,-0.0006123348667883789
4,0.90069575369937,10.320932674112,53840.11723065887,516,1.0691742568756366,0.0007028193258293308,-0.0006643225402072793
5,0.90417063834655,9.9625374311316,51865.39540515148,498,1.0665408993674526,0.0007263756483419384,-0.0006848905170314045
6,0.9003108535199201,10.364649134057,54045.14318839453,518,1.0691477245883414,0.0006949100660700077,-0.0006563000890750976
7,0.90127310396857,10.260000000001,53453.13801092122,513,1.0678434368864764,0.0007017133304392091,-0.0006635022793194032
8,0.9018505496233499,10.201132053591,53274.67744797144,510,1.0685505628886474,0.0006953722776591852,-0.0006551110603693551
9,0.89742410217398,10.667455521851,55592.027486180144,533,1.0712494250197868,0.0006426649479081238,-0.0006067885458098813
10,0.8980014524431801,10.60011970777,55210.38607789147,530,1.0704846879501837,0.0006470350273011213,-0.0006105562351600231
11,0.89607695154586,10.800024600526,56414.44661176079,540,1.0723817048399524,0.0006170506957347071,-0.0005819739930778418
12,0.90069575369939,10.320030589423,53934.36500959843,516,1.0690199638704896,0.0006770237649393698,-0.0006390308325754259
13,0.90281270468641,10.100000000001,52756.29663896164,505,1.068011632737848,0.0007006950876735763,-0.0006608772947415543
14,0.9035825451063001,10.021078431985,52261.166473123536,501,1.066713626525443,0.0007360165521581916,-0.0006945317987968756
15,0.9012731039685601,10.261418425042,53565.701620874715,513,1.0687974831710194,0.0006844832419463945,-0.0006455853685449214
