Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8213340508672656,91.75186384976105,3581,1.243110655457178,4.82668215937097e-06,-4.725476330298948e-06,100.80204719884,3581
2,0.8223420789474741,91.23747661633567,3561,1.2416628854410225,4.918087435716898e-06,-4.818027818385153e-06,100.2561181297,3561
3,0.8210489114501548,91.88796380306634,3586,1.2439949400279076,1e-16,1e-16,1e-16,3586
4,0.820951522283043,91.95992103641296,3589,1.2440126549908748,4.780677772992577e-06,-4.6769634377322995e-06,101.08621025156,3590
5,0.8224997088365107,91.171437777479,3559,1.2417099308909318,1e-16,1e-16,1e-16,3559
7,0.8227055313030871,91.06780188323476,3555,1.2414014686897643,4.829386268508255e-06,-4.695142318496953e-06,100.0473871562,3555
10,0.8205850578913337,92.11285602200357,3594,1.245421253303653,4.7894591860852086e-06,-4.692489433580499e-06,101.16951848594,3594
13,0.8214304360223453,91.68448425237374,3577,1.2426399450586987,4.802130139082106e-06,-4.683609908377618e-06,100.71646764476,3578
16,0.821164372833844,91.79737070331154,3581,1.2434257606087962,4.8272909871568976e-06,-4.7115796332573956e-06,100.80230782419,3581
19,0.8197376717362581,92.54714618612334,3611,1.2454589955436888,4.672428887085208e-06,-4.578921817225928e-06,101.71469740683,3611
22,0.8208250167670009,92.02595987526962,3592,1.24451631218074,4.788742817192244e-06,-4.720061165633573e-06,101.11498256533,3592
