Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9377412138907073,32.882479422166185,1294,1.0631861690008417,4.103802545240665e-05,-4.1716296927553466e-05,36.120195881598,1294
2,0.9375886040618311,32.97094636522695,1298,1.063397247065039,1e-16,1e-16,1e-16,1298
3,0.9374841868104947,33.01344637914495,1299,1.0633844423079446,1e-16,1e-16,1e-16,1299
4,0.9375203312436496,32.99369979200219,1298,1.0632330987922785,4.069871862580055e-05,-4.14457201053795e-05,36.26454973217,1298
5,0.93765085280782,32.945511421390364,1297,1.0638439669906021,1e-16,1e-16,1e-16,1297
6,0.9375062750752005,33.00586190355321,1299,1.0638866198290944,1e-16,1e-16,1e-16,1299
8,0.9377171176019373,32.8914046562886,1294,1.0629241726890193,4.03812081516133e-05,-4.086463293269695e-05,36.153479865943,1294
11,0.9378054706607604,32.841090128982714,1292,1.0634782646060124,4.2876775890268146e-05,-4.262642067721884e-05,36.10892086647,1292
15,0.9380966341500636,32.700642577514266,1287,1.0631071225775355,4.1894570287522435e-05,-4.204230745673463e-05,35.917884281496,1287
19,0.9380243452837539,32.71960376649363,1287,1.0627807559785383,4.1725654728178396e-05,-4.249551029121552e-05,35.991282682383,1287
23,0.9377371978425789,32.87221342951311,1293,1.0634999120690565,4.0863343713912466e-05,-4.103138665202216e-05,36.147319075265,1293
