Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.7496957843542797,99.82201998440216,3191,1.3503765190043209,3.869915457377064e-06,-3.817432160600665e-06,99.641425460483,3194
2,0.7500261043128341,99.69869331954405,3188,1.3469138788229431,3.852039291654959e-06,-3.798611349919889e-06,99.490762252837,3190
3,0.748697796394392,100.22885110444678,3206,1.3519201983098217,3.8140318250595015e-06,-3.7930400857065927e-06,99.972504551296,3207
4,0.7491907663021433,100.01349529652815,3197,1.3503355150396827,3.7499524584375626e-06,-3.7077927301905816e-06,99.893405256906,3200
5,0.7494638575748692,99.90217287023668,3197,1.3494837176067311,3.797538497818283e-06,-3.7725458594590583e-06,99.64698996785,3197
6,0.7491917703141755,99.97412052698093,3196,1.3479847019932645,3.7216328673842662e-06,-3.710998598544488e-06,99.816761219814,3199
7,0.7530361323850105,98.53345014181215,3153,1.343039205436846,3.955140372317452e-06,-3.890512316090858e-06,98.254225129248,3154
8,0.7511034092232561,99.25102826668324,3174,1.348209903849921,3.9236567460459835e-06,-3.831323984781053e-06,99.139068353028,3175
9,0.7491224934839619,100.02755352697713,3198,1.349216814906691,3.7879082465772854e-06,-3.7621555072099725e-06,99.845217005722,3200
10,0.7492389588796832,100.00524382751131,3198,1.3531904717047665,3.742126168781163e-06,-3.723493251736399e-06,99.849370771826,3199
11,0.7513945727125594,99.13085954276154,3170,1.3482721797553856,3.942690520635679e-06,-3.888065570258394e-06,98.990472118029,3171
12,0.7500843370106948,99.64667324289026,3184,1.3504824287964552,3.923577090228477e-06,-3.8768078096441e-06,99.489944224489,3188
13,0.7484146650013453,100.359824833106,3210,1.3511520513685749,3.77049283259036e-06,-3.7108525698281442e-06,100.18452719764,3211
14,0.7525853309826065,98.64419408777307,3154,1.3461347560925885,3.952527288491635e-06,-3.866276209388255e-06,98.458030068299,3156
15,0.7517098324906326,99.06883620781642,3165,1.3478601301257744,3.9221965743104714e-06,-3.887405244244987e-06,98.849056590435,3171
16,0.749587351054815,99.87354051721759,3194,1.3511468865021778,3.87406083435169e-06,-3.86929449114615e-06,99.602254521555,3196
17,0.7467279247874506,100.95506860911523,3229,1.3551171758609533,3.6854845888956235e-06,-3.618552883585263e-06,100.77289427295,3230
18,0.7504688736189814,99.45906910505232,3179,1.3491037167053763,3.825302786987258e-06,-3.815927807207978e-06,99.334752729959,3182
19,0.7486315316002747,100.23728356641129,3205,1.3536022613609746,3.7194216432893077e-06,-3.7061885095162326e-06,100.06606945288,3206
20,0.7501927703101594,99.56023717174854,3182,1.3524057487645347,3.8143746922711356e-06,-3.7518769006481997e-06,99.436261252893,3185
21,0.7494086369131048,99.92374341146567,3194,1.3500837430792445,3.810357883858172e-06,-3.813806210524765e-06,99.683225065014,3197
22,0.748948799402412,100.11517925534557,3202,1.3487090155938404,3.694855224539169e-06,-3.6782846455248755e-06,99.890375471078,3204
23,0.7490010080280802,100.03280492804197,3198,1.3504612185159635,3.7745902202173964e-06,-3.6965049233154574e-06,99.931085699056,3201
24,0.7482650672085654,100.34032463204218,3209,1.3542132003395455,3.7419486627808312e-06,-3.7133032751754017e-06,100.21000807633,3210
25,0.7496074312954566,99.87516713007331,3196,1.3525672673119653,3.9111743409485876e-06,-3.842231032167978e-06,99.605154976839,3196
