Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8993578339042815,46.9814605362103,1710,1.099499424802377,1e-16,1e-16,1e-16,1710
2,0.8996118489483979,46.87058183722826,1707,1.0990334178091492,1e-16,1e-16,1e-16,1707
3,0.8993989983975968,46.94615708710351,1709,1.0991785112193193,1e-16,1e-16,1e-16,1709
4,0.8994602431315537,46.92072214326694,1709,1.0987107242092915,1e-16,1e-16,1e-16,1709
5,0.8992724928815546,47.046277021274584,1714,1.0998245493972119,1e-16,1e-16,1e-16,1714
6,0.8987473945887767,47.224900108461185,1719,1.1000808533228685,1e-16,1e-16,1e-16,1719
7,0.8995325319978634,46.90735402620637,1709,1.0983543065096824,1e-16,1e-16,1e-16,1709
8,0.8995987967919807,46.84394088788213,1705,1.098453767682315,1e-16,1e-16,1e-16,1705
9,0.8998759041128349,46.74815220359138,1702,1.0981064042596023,1e-16,1e-16,1e-16,1702
10,0.8988367516596318,47.211374118416224,1720,1.0999696025988266,1e-16,1e-16,1e-16,1720
