Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8152226296279934,94.8974270117417,3704,1.2524831745353413,4.416822196241108e-06,-4.30094755591867e-06,104.22254237767,3704
2,0.8158882896052626,94.58106101011126,3692,1.2515980434382148,1e-16,1e-16,1e-16,3693
3,0.8146272504929699,95.18992886586236,3715,1.2545763789212794,1e-16,1e-16,1e-16,3715
4,0.8151192163886892,94.96882888472102,3707,1.252840924570269,4.455089433076011e-06,-4.345962175318338e-06,104.33337198758,3708
5,0.8157346757643543,94.65144744713103,3695,1.251491077943294,1e-16,1e-16,1e-16,3695
7,0.8156935112710391,94.68714838362072,3697,1.2522138664538254,4.415805934250637e-06,-4.303874868876898e-06,104.00928348874,3697
10,0.8139505463833479,95.54467732104379,3729,1.2552285235000447,4.411928353231468e-06,-4.324864271704045e-06,104.91737097408,3729
13,0.8148802615250541,95.06922790153666,3710,1.2529083018506313,4.4336384449483655e-06,-4.319818015114238e-06,104.42878816517,3711
16,0.8152396978325388,94.84577172590514,3700,1.2518007069188193,4.43540352037363e-06,-4.344990672168975e-06,104.14299298098,3701
19,0.812449548395388,96.31285863246772,3759,1.256301031448613,4.249594190732742e-06,-4.163344849686095e-06,105.80337456987,3759
22,0.8145258452777298,95.30484618871921,3722,1.2549039132029012,4.4207395661209974e-06,-4.347080716294515e-06,104.72795699702,3722
