Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.987604467451938,11.459222186038104,623,1.0280691778365405,0.0002183272665896953,-0.00022286945669506924,12.773243112773,526
2,0.9876998485949856,11.439403434083605,650,1.028126340466347,1e-16,1e-16,1e-16,527
3,0.987679768354344,11.425131514121338,651,1.028005347677567,1e-16,1e-16,1e-16,527
4,0.9876335838008683,11.463037543797261,646,1.0285730238933446,0.00020813374367833795,-0.00021632437367390583,12.816052280838,528
5,0.9876878004506006,11.43961035191645,650,1.0283887210680336,1e-16,1e-16,1e-16,527
7,0.9877902096778728,11.361005142445437,631,1.0281409163229038,0.00021773910153883658,-0.00021617494092277009,12.683513917692,522
11,0.9876446279332212,11.488584120691671,652,1.0284905140206344,0.00022717915687900278,-0.00022912712241817174,12.825031915279,528
14,0.9876747482941836,11.474502770279432,639,1.0288314938796366,0.00022157620409761773,-0.00022557309157085874,12.835552032244,529
18,0.9876787643423118,11.508360599478186,656,1.0290635792666343,0.00022501825907246536,-0.00023007959251767314,12.853134908088,529
22,0.9877520572206537,11.415802020935583,649,1.0270431327236624,0.00021767671819800555,-0.00022786234413518005,12.80368376348,527
23,0.9877520572206537,11.342599313833336,633,1.0279300858748297,0.0002211708667201108,-0.00022295160832365652,12.758102808109,525
24,0.9877400090762688,11.434707393386038,634,1.029222506856408,0.00022913443737739613,-0.00024003239007711912,12.75529135117,525
25,0.9877149087754667,11.392056278164095,637,1.0280489381876357,0.00023535616564786705,-0.0002280545503996676,12.772144259983,526
