Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9220756141541601,49.79357018710397,1949,1.1385193405246483,2.1049373060434352e-05,-2.1038505743796123e-05,52.152365629601,1949
2,0.9220294296006843,49.82430277193194,1950,1.1385451728926648,1e-16,1e-16,1e-16,1950
3,0.9214310384295645,50.16768409032811,1963,1.1423895591094022,1e-16,1e-16,1e-16,1963
4,0.9219521206742142,49.86591813615296,1951,1.137869264886678,2.0715609581893627e-05,-2.080385487101939e-05,52.244527941083,1951
5,0.9218316392303645,50.01472037493045,1959,1.140494021265764,1e-16,1e-16,1e-16,1959
8,0.922137862900149,49.76450765013637,1945,1.1415402934718117,2.137184560237119e-05,-2.147056806562881e-05,52.085327508724,1945
11,0.9220364576849089,49.774977755700405,1947,1.1408764990473907,2.1275739216589476e-05,-2.1615958507065926e-05,52.152999986971,1947
15,0.9226810334095044,49.43328447653264,1934,1.1376637346982996,2.1008222094288093e-05,-2.1268166703512465e-05,51.716784305538,1934
19,0.9221027224790261,49.75506932881467,1947,1.1380340656262595,2.086199856010748e-05,-2.0816266304550696e-05,52.149826211707,1947
23,0.9215264195726122,50.016730931808105,1959,1.141858356303108,2.136296424571302e-05,-2.116840238292521e-05,52.448921404171,1959
