Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9138597836956478,45.49062708951761,1790,1.1483966581827232,2.5441389997782826e-05,-2.544166653852964e-05,50.002248374879,1790
2,0.9137854868052738,45.53770473939489,1792,1.148215423777737,1e-16,1e-16,1e-16,1792
3,0.9136168127838844,45.62159404649638,1795,1.148226985821635,1e-16,1e-16,1e-16,1795
4,0.9138035590218513,45.519854271150066,1791,1.1473940973157444,2.4978245460279225e-05,-2.5009107855191138e-05,50.038249730877,1791
5,0.9136148047598203,45.65239202445563,1798,1.1485584943473908,1e-16,1e-16,1e-16,1798
8,0.913811591118108,45.51606203335419,1791,1.1472929095979814,2.538487673647424e-05,-2.556431293313352e-05,50.043205285448,1791
11,0.9143176131822763,45.243862126743565,1780,1.1471334138704823,2.5684295792375623e-05,-2.587568118064488e-05,49.755093983491,1780
15,0.914663997333344,45.086349505193674,1775,1.1463079724955034,2.5102671227198895e-05,-2.543727003319335e-05,49.503433490578,1775
19,0.9142152039550042,45.29662813331466,1782,1.146779086595354,2.486431093200111e-05,-2.5084326080487535e-05,49.801090208414,1782
23,0.9132051678507315,45.828865834984875,1803,1.149770530610361,2.521725617814626e-05,-2.5174895030559558e-05,50.388095251575,1803
