Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.907902980309316,56.28704851149202,2345,1.1526062133341088,1.6567189432906372e-05,-1.6453786744538505e-05,56.649533568254,2345
2,0.9081861117023626,56.13347642412005,2338,1.1518556858688838,1.6440208681324098e-05,-1.6458176846611635e-05,56.465303202058,2338
3,0.9079080003694764,56.283230348810974,2347,1.1554982114068435,1.6565829778106372e-05,-1.6613517204465374e-05,56.710927988663,2347
4,0.9076027807117241,56.481093707621525,2354,1.1539643848679046,1.6027235482930746e-05,-1.6049828035283103e-05,56.857215702827,2354
5,0.9080676382825772,56.266293260070185,2343,1.1528836198517405,1.631704369745928e-05,-1.6289135441706373e-05,56.50851438386,2343
6,0.9076590053855206,56.42323417296999,2350,1.1535838368741742,1.589462142586593e-05,-1.5990435893691968e-05,56.794761409908,2350
7,0.9080867145111867,56.201920502315346,2343,1.1515067966924173,1.6006960462402216e-05,-1.5861907166250416e-05,56.559231170826,2343
8,0.908566632262521,55.88379313480808,2329,1.1510707629873633,1.6300988437742937e-05,-1.645316371860831e-05,56.281497526126,2329
12,0.9084079983614524,55.994300271292424,2335,1.1525946410362733,1.6574274010694737e-05,-1.655387521384931e-05,56.404118527438,2335
16,0.9078678398881932,56.35497389264425,2348,1.1509970001316006,1.6614759784644875e-05,-1.6559939390463158e-05,56.697117811396,2348
20,0.9083828980606503,56.01194662662629,2335,1.152061669230132,1.661386369428255e-05,-1.6595705413119115e-05,56.444176652203,2335
23,0.9076539853253601,56.495828508097944,2356,1.151442418960702,1.6117436712736844e-05,-1.6103297499316345e-05,56.939299577985,2356
