Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.860765619415183,75.27132292932006,2784,1.2166577746120706,8.766835540862827e-06,-8.585716110402217e-06,78.487998913162,2784
2,0.8608459403777495,75.11593926938615,2783,1.2150607400473612,8.652029971309806e-06,-8.56244747953806e-06,78.438249544844,2783
3,0.8601491560274859,75.48794336419904,2795,1.218319080041233,8.756674065230915e-06,-8.669005084571525e-06,78.773454633048,2795
4,0.8606160216224031,75.34746031124307,2787,1.2171555643999088,8.702891355380387e-06,-8.577936866785816e-06,78.579805221326,2787
5,0.8601983526170578,75.54548154303801,2800,1.2169925022158974,8.585818953374292e-06,-8.577277528064489e-06,78.813179108691,2800
6,0.860114015606363,75.58250688977552,2796,1.2176980022349473,8.539396058447424e-06,-8.46885077753795e-06,78.83025324896,2796
7,0.8612887096838968,74.93150545400886,2778,1.2148643448992686,8.80168334065784e-06,-8.582289539077894e-06,78.206699522927,2778
10,0.8606150176103711,75.32574427855393,2790,1.2185077447255757,8.65754755676554e-06,-8.581551331634682e-06,78.651933725268,2790
13,0.859688314504761,75.85271258779132,2806,1.2180907325082888,8.540499658119114e-06,-8.41027841956831e-06,79.118709999995,2806
16,0.8602063847133145,75.53191888966884,2796,1.2178119350952072,8.839578774972079e-06,-8.798783720665818e-06,78.758003898864,2796
19,0.8602957417841696,75.51278744618084,2794,1.2176706409877778,8.55612326123302e-06,-8.58476929178083e-06,78.747430328813,2794
22,0.859650162047542,75.87763163950672,2808,1.2178870979311698,8.359695199636011e-06,-8.279506790539835e-06,79.094120125429,2808
