Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9519038076152304,19.166115710487073,613,1.0603513093425652,0.00013605237579113576,-0.00013987519016797785,19.148376875608,613
2,0.951809430484215,19.222673954854045,615,1.0594153888625115,0.0001275265033100277,-0.00013097242618515236,19.218830104172,615
3,0.9517050132328786,19.214613055387222,614,1.0604180420473877,0.00012779174667124654,-0.00013335582380221607,19.248667643005,614
4,0.9518134465323432,19.196318859832953,614,1.0596242956815463,0.00012306981598559556,-0.0001285936731959003,19.191177280468,614
5,0.9519228838438399,19.157285761139676,613,1.0607306551544171,0.00013543093098792244,-0.00013800950355191138,19.139091488776,613
6,0.9516728848478521,19.268640883996788,616,1.0601393663049248,0.00012735250634537398,-0.000126333948860277,19.243516929077,616
7,0.9522371396098811,19.01783052566746,608,1.0600942803823468,0.00012963215564520776,-0.00013057653253085872,19.018046210328,608
8,0.9519128437235191,19.138745179506458,612,1.060431360973924,0.00012944071476864266,-0.0001317501675591136,19.146875876501,612
9,0.9520343291794009,19.112485369260384,611,1.0599095096612607,0.0001341058187567867,-0.00013960796157074792,19.113991064529,611
10,0.9515524034040024,19.297526394775282,617,1.0604531805483384,0.0001257137233296399,-0.00012702444336975069,19.314406721268,617
11,0.9518536070136264,19.17795249946695,613,1.0603969754669178,0.00013330363513185594,-0.0001348944256333518,19.175566060792,613
12,0.9518034064120224,19.201681893955627,614,1.0608489262096374,0.00014184203404664822,-0.0001410583854802216,19.212445745123,614
13,0.9521809149360846,19.058799211504777,609,1.0598210676865234,0.00014276817365972298,-0.00014552227034803325,19.092744566995,609
14,0.9518897514467813,19.17199463673091,613,1.0600528852957354,0.00013843444600277009,-0.00013904870688520775,19.148751880022,613
15,0.9522552118264586,19.048628503626706,609,1.0592667676946208,0.00013593320392099725,-0.0001386315781668698,19.032659202526,609
16,0.9522019991887583,19.01967082803649,608,1.0592743086059968,0.00012988984300232688,-0.00013043235343911358,19.041969642288,608
17,0.9517200734133597,19.229282462732364,615,1.0603426477049074,0.00013465460597407203,-0.00013385503377451525,19.229489380764,615
18,0.95152228304304,19.293734156979408,617,1.060818156740078,0.00013185892655047092,-0.00013568941614304709,19.320445281624,617
19,0.9520795097208445,19.08885125954673,610,1.0596134592929123,0.00013144796647534626,-0.00013410109787855956,19.102243631849,610
20,0.951809430484215,19.207465535424447,614,1.0598589522471502,0.00013066725489495844,-0.00013344303092952908,19.204127819311,614
21,0.9517953743157658,19.20944059081458,614,1.0608571109121836,0.00013771714414803325,-0.00014061268729650972,19.198510536203,614
22,0.9517562178465147,19.201396039630577,614,1.0603970933243816,0.0001277305397433795,-0.000135227315678892,19.229915084071,614
23,0.951835534797049,19.17000323305796,613,1.0610267418030026,0.00013394855383390582,-0.00013626933647933518,19.190239652813,613
24,0.9518465789294019,19.17356543305771,613,1.059764623475264,0.0001312630284361219,-0.00013951988087401664,19.175617027171,613
25,0.9518526030015944,19.186417657997115,614,1.060254658819204,0.00013944643531257618,-0.00013696649502083102,19.191630887446,614
