Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8194846607041739,84.26737154837008,3069,1.256557244147668,6.5884864566886425e-06,-6.500600182427147e-06,84.370323757842,3069
2,0.8204655804595162,83.85885122726037,3055,1.2527124848104654,1e-16,1e-16,1e-16,3055
3,0.8187025353311834,84.66836321041694,3084,1.2571439791497516,1e-16,1e-16,1e-16,3084
4,0.8197206035317127,84.1748101649056,3065,1.255062930125107,1e-16,1e-16,1e-16,3065
5,0.8203049385343834,83.975244061669,3061,1.2560710326613747,1e-16,1e-16,1e-16,3061
6,0.8195469094501628,84.26564965073935,3069,1.254014477548547,1e-16,1e-16,1e-16,3069
7,0.8219595503632515,83.17395085096365,3032,1.2500537787853994,1e-16,1e-16,1e-16,3032
8,0.8200900799595182,84.009604239628,3060,1.255018064196751,1e-16,1e-16,1e-16,3060
9,0.8195579535825157,84.28531730138992,3071,1.2550922767271901,1e-16,1e-16,1e-16,3071
10,0.819523817173425,84.2838485615186,3070,1.257165880678162,1e-16,1e-16,1e-16,3070
