Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9597571897301618,21.950530752234858,873,1.0367737206457803,8.695822149203435e-05,-8.753541490867923e-05,24.124212410373,873
2,0.9599710442929948,21.83339198790892,869,1.0365164436568843,1e-16,1e-16,1e-16,869
3,0.9599640162087703,21.89096566823541,873,1.03651460917021,1e-16,1e-16,1e-16,873
4,0.9602762639507472,21.76480638501204,870,1.0363355858940106,7.937098817528642e-05,-8.117156616731857e-05,24.061066179918,870
5,0.9597521696700013,21.95321226929619,874,1.037048260817068,1e-16,1e-16,1e-16,874
6,0.960111605977486,21.81577155746022,871,1.0367207229226774,1e-16,1e-16,1e-16,871
8,0.9600272689667912,21.83417738607232,871,1.0367715805828355,8.30669941212809e-05,-8.248070913602991e-05,24.094063061521,871
11,0.9600503612435292,21.83741426350092,870,1.0367532509731028,8.59479631527734e-05,-8.56289508004953e-05,24.063016691367,870
15,0.9602541756860414,21.73812596741981,867,1.036591997318669,8.824717868767202e-05,-8.988535784254295e-05,23.972964121061,867
19,0.9596828928397878,21.940590082152916,871,1.0369593812550448,8.245414618455844e-05,-8.531373934267369e-05,24.111633717113,871
23,0.9598405227288244,21.94317631443924,874,1.0368292663236265,8.424072563581717e-05,-8.47900228946061e-05,24.195751110381,874
