Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8085921341681359,96.806093559969,3701,1.4248416947191933,6.090830357383158e-06,-6.001555254240998e-06,97.061219135101,3704
2,0.809070043895406,96.53965417486391,3692,1.4235235266211739,1e-16,1e-16,1e-16,3693
3,0.8079164340705459,97.14290980549153,3713,1.4277252177136481,1e-16,1e-16,1e-16,3715
4,0.8081925373793679,96.96331075059149,3706,1.4268993353952022,1e-16,1e-16,1e-16,3708
5,0.8089525744876527,96.57751396461327,3695,1.42165589040259,1e-16,1e-16,1e-16,3695
6,0.8105790739796226,95.72917299567438,3659,1.4192657960130421,1e-16,1e-16,1e-16,3661
7,0.8088009686708085,96.68263214208977,3696,1.424033149228593,1e-16,1e-16,1e-16,3697
8,0.8101102003606411,96.01929553534156,3672,1.4212106525266757,1e-16,1e-16,1e-16,3673
9,0.808569041891398,96.7348659082569,3697,1.4238057138342537,1e-16,1e-16,1e-16,3700
10,0.8071614170224216,97.51052683389517,3728,1.430592391027443,1e-16,1e-16,1e-16,3729
