Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8376753507014028,84.35205510128124,3249,1.2666919639123886,5.9966747624559556e-06,-5.889415714377396e-06,91.519775184734,3249
2,0.8376040658471251,84.39413450785307,3250,1.2659080252584638,6.019175120710692e-06,-5.892338313905485e-06,91.539738679002,3250
3,0.8367787679567552,84.81848119696905,3267,1.269198404505359,1e-16,1e-16,1e-16,3267
4,0.8368038682575571,84.79381530301303,3265,1.2687701023211495,5.825923579206759e-06,-5.71658615384964e-06,91.997018501078,3265
5,0.8369343898217276,84.74025712659807,3264,1.2675804176550503,1e-16,1e-16,1e-16,3264
7,0.839581969550323,83.38190128544541,3212,1.2629910871336072,6.185447372492853e-06,-6.037668953454737e-06,90.397552301335,3212
10,0.8367667198123703,84.81448204134031,3266,1.2700926695063484,5.897461856733962e-06,-5.795555536237674e-06,92.011398811148,3266
13,0.8366833868137076,84.87510202954537,3269,1.2673688620385144,5.908737732054626e-06,-5.76208829868687e-06,92.075421183532,3269
16,0.8372305733711913,84.58258663206378,3258,1.267779840603565,6.058086543234349e-06,-5.967097468914239e-06,91.710241031067,3258
19,0.8363902153003402,85.00205348261261,3273,1.2699474938099466,5.833787047779059e-06,-5.765032661140277e-06,92.225444695667,3273
22,0.8367857960409798,84.79220503844012,3264,1.2670798278201358,5.850576121618726e-06,-5.767971637399778e-06,91.933896332932,3265
