Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.821201521279031,92.94149209898335,3580,1.2973766798624697,4.73947702862194e-06,-4.626268265359557e-06,100.79070600571,3581
2,0.8220910759394541,92.45769195892578,3560,1.2952212481234557,4.821858870737508e-06,-4.714363587077119e-06,100.27450715128,3561
3,0.82088726551299,93.08454900270141,3586,1.298331131977253,1e-16,1e-16,1e-16,3586
4,0.8206181902883924,93.22040934160823,3590,1.2998469476011856,4.671253286936066e-06,-4.5595959498023265e-06,101.10541344789,3590
5,0.822241677744266,92.38641806728712,3558,1.2952835161167195,1e-16,1e-16,1e-16,3559
7,0.8224223999100405,92.29250915361149,3555,1.2951087485352728,4.789379296771412e-06,-4.6353753824368974e-06,100.03891139998,3555
10,0.8204695965076445,93.30493294556919,3594,1.3004641736796951,4.651703588043213e-06,-4.545035228993463e-06,101.17149220695,3594
13,0.8212908783498861,92.88322830526847,3577,1.2960090943835747,4.711471318215512e-06,-4.577252183734294e-06,100.72943149367,3578
16,0.8211402765450742,92.95522500686117,3581,1.2974173289032156,4.74719714271036e-06,-4.618253519012078e-06,100.77153653018,3581
19,0.8195479134621949,93.76245692709786,3611,1.3006532716237555,4.580713951836565e-06,-4.476605942303712e-06,101.71683026929,3611
22,0.8204675884835804,93.27492036577334,3590,1.2989346506431334,4.718909608984599e-06,-4.631517580129529e-06,101.11982552306,3592
