Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.7809175465158774,102.34605644016422,3723,1.4263052476963842,4.7913623106863155e-06,-4.704342077251745e-06,102.31144076895,3727
2,0.7831986618527637,101.25756182125149,3686,1.4218154884172436,1e-16,1e-16,1e-16,3688
3,0.7800018875426203,102.77443498147453,3741,1.4314588510787947,1e-16,1e-16,1e-16,3744
4,0.7814205565439496,102.08589346868585,3716,1.4295706315700372,1e-16,1e-16,1e-16,3721
5,0.7821484652672077,101.74899548174923,3708,1.4239548737017884,1e-16,1e-16,1e-16,3709
6,0.7845008654583716,100.64973532634508,3662,1.4184365371960124,1e-16,1e-16,1e-16,3666
7,0.7817187481174774,101.97264899861126,3714,1.42518547508371,1e-16,1e-16,1e-16,3716
8,0.7832548865265602,101.24417735590809,3687,1.4220937522815171,1e-16,1e-16,1e-16,3688
9,0.782390432166939,101.64386095598992,3702,1.4239772489505205,1e-16,1e-16,1e-16,3705
10,0.7809195545399416,102.33582314407677,3726,1.431234378305753,1e-16,1e-16,1e-16,3729
