Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.92848522696696,36.1320072039031,1381,1.0630275644377047,1e-16,1e-16,1e-16,1381
2,0.9285645439174943,36.09088741676186,1380,1.0632527331851314,1e-16,1e-16,1e-16,1380
3,0.9282392440191003,36.241568264317756,1384,1.0633346039718667,1e-16,1e-16,1e-16,1384
4,0.9284189621728427,36.14777775538043,1380,1.063072002149757,1e-16,1e-16,1e-16,1380
5,0.9283767936674953,36.18804955614889,1383,1.0637010667150055,1e-16,1e-16,1e-16,1383
6,0.928198079525785,36.26978000999068,1386,1.06373014425181,1e-16,1e-16,1e-16,1386
7,0.928936028369364,35.90990813508506,1373,1.0622331067698454,1e-16,1e-16,1e-16,1373
8,0.9285434596648207,36.075297858232204,1378,1.0626042739470323,1e-16,1e-16,1e-16,1378
9,0.9285565118212377,36.07978020941646,1379,1.0629938831028236,1e-16,1e-16,1e-16,1379
10,0.9281659511407585,36.27832410501305,1386,1.0637452097871165,1e-16,1e-16,1e-16,1386
