Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.952272377747,4.9599999999999005,25874.64850934171,248,1.0324515320805825,0.0020800875647938237,-0.001982125731610805
2,0.95227237774699,4.9599999999999005,25890.356472498304,248,1.0327287876542688,0.002112184177763679,-0.0020108468566847086
3,0.95227237774699,4.9599999999999005,25965.75469564996,248,1.0328983478776583,0.0020572331128130847,-0.0019585596275906087
4,0.95246482783672,4.9399999999999,25815.81767152863,247,1.0324208316580257,0.002063612663473543,-0.001963729893552624
5,0.95265727792645,4.9199999999999005,25709.86294424576,246,1.0325310311263465,0.0020587863019465914,-0.0019560119282222635
6,0.95323462819564,4.8599999999999035,25363.724428715297,243,1.0318569303583502,0.0021727963414556453,-0.0020712998268046963
7,0.95207992765726,4.9799999999999,25968.0368660993,249,1.032249523890135,0.002135607297620972,-0.0020354302451395575
8,0.95304217810591,4.8799999999999,25463.395970735517,244,1.032087898708491,0.0020849528061032017,-0.001985283337498912
9,0.95227237774699,4.9599999999999005,25836.949397765875,248,1.0324427030000425,0.00209601842202542,-0.001992123631535175
10,0.95188747756754,4.9999999999999005,26042.57566706897,250,1.0325461126516098,0.0020161248460223973,-0.001918297954044184
11,0.95188747756753,4.9999999999999005,26130.5402607459,250,1.0330383490825883,0.0020565842299398265,-0.001955642272414629
12,0.95246482783672,4.9399999999999,25825.242449422578,247,1.0325136471385028,0.0020769266362789065,-0.0019763267376303787
13,0.95188747756753,4.9999999999999005,26111.69070495799,250,1.0326767301990682,0.002107458687602517,-0.002008578942889148
14,0.95207992765727,4.9799999999999,25977.46164399326,249,1.032640230323045,0.0020863339746997967,-0.001986548212708045
15,0.952272377747,4.9599999999999005,25909.20602828621,248,1.0325056535083077,0.002097304443674889,-0.001999181807359342
