Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.966513684387,5.6320467562179015,74928.02800950485,522,1.1162060857901794,0.0015208475774218908,-0.0014318067272607589
2,0.9684381852843,5.3091236550610965,70554.80280150447,492,1.1102362475111835,0.0016834411815765205,-0.0015851136474496965
3,0.9663853843271801,5.6523320673663,75499.53756708009,524,1.1166089979981035,0.0015319203026054535,-0.0014423321707161825
4,0.9668985845664599,5.566036921299701,73901.16301419148,516,1.114001141510669,0.0015767011922072313,-0.0014858441407860242
5,0.9684384588032899,5.3097724350370985,70705.23589972411,492,1.1105963779364587,0.0016606380416483914,-0.001563387244226328
6,0.9671551846860899,5.5228893482664,73948.45403289271,512,1.1123535768406752,0.0016001926908578929,-0.0015079229590355511
7,0.9670910346561999,5.5336762415247,74173.76569851936,513,1.1119281973632684,0.0015749920386170374,-0.0014847303583558178
8,0.96728348474592,5.5013155617497,73670.5754909166,510,1.114620717089767,0.0015863502243713078,-0.0014921865814533585
9,0.96632123429726,5.665689770930902,74958.31079469991,525,1.1165888119619871,0.0015183333373051985,-0.0014296049073790466
10,0.96600048414772,5.7170534269164,76532.22216440673,530,1.1180110097564846,0.0014886491797148345,-0.00140115606359225
11,0.96561558396826,5.7817747864663,77156.34826647623,536,1.1201932235793943,0.0014526567822752598,-0.001366716383058358
12,0.9671551846860899,5.5228893482664,73541.73692836793,512,1.1135205623350493,0.0015571974335428641,-0.0014661884524161345
13,0.96760423489547,5.447381095458,73542.55108800199,505,1.1127802742011157,0.001588088160882376,-0.001494562796211808
14,0.9678608350151201,5.4042335224247005,72345.36474133548,501,1.1113947384839349,0.0016447322968102351,-0.0015491823501041573
15,0.96709103465618,5.5336762415247,74342.55811799354,513,1.114828962407592,0.0015526097221119975,-0.0014615295177800864
16,0.96779668498521,5.415020415683099,72440.12195813839,502,1.1105293030019736,0.0016146522546970127,-0.0015206846002782707
17,0.96696273459637,5.5552500280413,74086.10712398616,515,1.1149636649543977,0.001538281669133898,-0.001448063671805752
18,0.96760423489546,5.447381095458,72966.97215690056,505,1.1139427289563608,0.0015727496039905115,-0.0014806133458651876
19,0.9677325349552901,5.4258073089414,72667.04184810324,503,1.1113780642478428,0.0016033788802438144,-0.0015097962478421573
20,0.96741178480575,5.479741775233,73440.00417963111,508,1.1134344885177454,0.0015941150683194511,-0.0015011390686898187
21,0.9675400848655601,5.458167988716401,72729.10693435244,506,1.1121137503903402,0.0016234121599748804,-0.0015288601789356544
22,0.96792498504503,5.3934466291664025,71983.72350470429,500,1.1099818082873358,0.0016416432048168186,-0.001546473466687489
23,0.96728348474593,5.5013155617497,73902.82766235412,510,1.1133235919262603,0.0015670305561312765,-0.0014752090114431265
24,0.96709103465619,5.5336762415247,74330.51813649577,513,1.1139836215692944,0.001550259522587743,-0.001460305119918426
25,0.9665136843869899,5.6307582808497,75625.7922517746,522,1.1164881480896334,0.0015489306121163704,-0.0014578996875446695
