Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.72756008777726,17.838475346486,69599.55319018719,522,1.190506059353033,0.0002341413552682103,-0.00022540458147395653
2,0.74326586556933,16.811736962542,65284.486926008874,492,1.1809363363920042,0.0002751642593921776,-0.0002644916205017536
3,0.726367324673,18.038016156685,69990.05879923231,524,1.1899241067447934,0.00023346764352494165,-0.00022499006214435205
4,0.73056467613121,17.628280177904998,69391.4548709471,516,1.186424576137404,0.0002518451077710576,-0.00024282434302220566
5,0.74327293865511,16.656427018557,65509.76841687853,492,1.180961646121049,0.0002703019057183685,-0.00026000981649320547
6,0.7326138863323399,17.391274368787002,69038.0637578165,512,1.1805098746867169,0.000255724559105932,-0.00024618932031558093
7,0.73206750784808,17.587380050659,69051.56323244826,513,1.18228024613839,0.0002510071485915636,-0.0002420213143405153
8,0.73367813542832,17.248720080007,68558.36425988491,510,1.1884198538674728,0.00024056959861366606,-0.00023105514133448847
9,0.7260039095820602,17.938735708644,70034.57275762728,525,1.192468556832695,0.00023045705184528858,-0.00022199313154795268
10,0.72320240260719,18.021708767186002,71523.82571603036,530,1.1916839354342812,0.0002193509040989844,-0.00021140768732914248
