Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.94188007290157,6.0399999999999,31545.938300515332,302,1.0398426410377968,0.001577941828964339,-0.0014990916317491226
2,0.94264987326049,5.9599999999999,31140.96894717177,298,1.0394121268214984,0.0016389174442645901,-0.0015551413105847065
3,0.94207252299131,6.0199999999999,31527.94816690939,301,1.04000331134394,0.0015487814120066893,-0.0014709950204799453
4,0.94303477343996,5.9200000000001,30951.05064102528,296,1.0390433727683372,0.0016172467651483064,-0.0015364934935643089
5,0.94284232335023,5.9400000000001,31031.872627257588,297,1.0392526723470177,0.0015882778937501222,-0.0015071663437400526
6,0.94361212370915,5.8600000000001,30582.920977075566,293,1.0386961588038153,0.0016277362817572866,-0.0015465804459849615
7,0.94245742317077,5.9800000000001,31174.667043934296,299,1.038862255871978,0.0016518930884301373,-0.0015697841322035591
8,0.94284232335022,5.9400000000001,31022.447849363627,297,1.0395044503744513,0.0015965228036646413,-0.001514543296337926
9,0.9426498732605,5.9600000000001,31068.71231665144,298,1.0389966964900206,0.0016542670429237972,-0.0015718657746538966
10,0.94188007290158,6.0400000000001,31467.398484732334,302,1.0394823995521294,0.0015400809163742325,-0.0014612460165403913
11,0.94168762281185,6.0600000000001,31699.016917267963,303,1.0402363110900228,0.0015607848744134446,-0.0014809690104302573
12,0.9426498732605,5.9600000000001,31128.402576646495,298,1.0391891203305217,0.0015767509615760033,-0.0014954004164602136
13,0.94245742317077,5.9800000000001,31212.366155510128,299,1.0394209996125532,0.0015873027640510387,-0.001507556874229246
14,0.94245742317077,5.9800000000001,31187.23341445957,299,1.0390253087216557,0.0016060994734822089,-0.0015257185970057616
15,0.94226497308104,6.0000000000001,31362.303179631464,300,1.0395199965541748,0.001590940169891394,-0.0015111705206415453
