Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.72756009009199,17.838563288583,69599.55319018719,522,1.190506059353033,0.00023419907105905126,-0.0002254483957111
2,0.74326586666362,16.825393867656,65284.486926008874,492,1.1809363363920042,0.00027519194750302297,-0.0002645334010403007
3,0.7263672623194399,18.033363633918,69990.05879923231,524,1.1899241067447934,0.0002334956123372917,-0.00022502627478670738
4,0.7305647070139301,17.632432552132002,69391.4548709471,516,1.186424576137404,0.00025188228776467427,-0.00024285221708096827
5,0.7432729437733,16.660964149295,65509.76841687853,492,1.180961646121049,0.000270297592072462,-0.0002600024680336893
6,0.73261389110496,17.394652201476,69038.0637578165,512,1.1805098746867169,0.00025573227279548336,-0.0002461979667726446
7,0.73206748909842,17.580824577467002,69051.56323244826,513,1.18228024613839,0.00025102039726034264,-0.00024202754635401825
8,0.73367816090965,17.245306518985,68558.36425988491,510,1.1884198538674728,0.00024058195078832887,-0.0002310821519055521
9,0.7260038937053,17.939867824683002,70034.57275762728,525,1.192468556832695,0.00023047161775572466,-0.00022201479572599
10,0.72320239970478,18.020974435237,71523.82571603036,530,1.1916839354342812,0.00021935522824287373,-0.00021141656558794952
