Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9486257083304886,23.962137437272965,873,1.0684308347092255,8.900453387695513e-05,-8.970757405140499e-05,24.020396289571,873
2,0.9489249039160486,23.85081501098149,869,1.0674806156759258,1e-16,1e-16,1e-16,869
3,0.9485353472476015,23.994624616297305,873,1.0682964609534744,1e-16,1e-16,1e-16,873
4,0.9488395628933217,23.883857550373097,870,1.068089317708475,8.154399175884543e-05,-8.37479033375047e-05,23.961733764908,870
5,0.9487090413291512,23.97215027216664,874,1.068344231768199,1e-16,1e-16,1e-16,874
6,0.9488325348090971,23.9062856545772,871,1.0681854551325949,1e-16,1e-16,1e-16,871
7,0.9490192810470641,23.78745768918617,866,1.0673145235450978,1e-16,1e-16,1e-16,866
8,0.9487743021112365,23.911665036982686,871,1.068167687866035,8.568336724420056e-05,-8.556497914063491e-05,23.995492595313,871
9,0.9488777153505408,23.86975985167804,870,1.067859991384692,1e-16,1e-16,1e-16,870
10,0.9486528166553548,23.964644733067093,873,1.0680011104303362,1e-16,1e-16,1e-16,873
12,0.9485554274882431,23.999195480576116,874,1.0691038297173805,8.815635963782161e-05,-8.928486467785596e-05,24.086634624867,874
16,0.9490534174561548,23.779143631959936,866,1.0674245075291067,8.32456125943723e-05,-8.3471907458082e-05,23.861121785636,866
20,0.948942976132626,23.826204933554404,868,1.0675893759573458,8.255511238357009e-05,-8.350721760164211e-05,23.906891433824,868
23,0.9484961907783502,24.02727924490839,874,1.0690746971032112,8.661195272273684e-05,-8.760932445743601e-05,24.098527114558,874
