Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9719248115469415,17.00809074847172,700,1.0659932585011207,0.0001476620519972299,-0.00015110659708886427,18.745059666818,700
2,0.9719750121485455,16.988344161328953,699,1.0657056783782428,1e-16,1e-16,1e-16,699
3,0.9720101525696684,17.01077226553305,701,1.0659581879515287,1e-16,1e-16,1e-16,701
4,0.9721205938931973,17.003973188104702,702,1.0655583008113507,0.00013635182651855956,-0.00013998967708033242,18.812309833315,702
5,0.972294287974747,16.92466151696249,700,1.0659454060321738,1e-16,1e-16,1e-16,700
6,0.9720382649065666,16.983441202798538,700,1.0657093954652674,1e-16,1e-16,1e-16,700
8,0.9723354524680624,16.888960580472826,698,1.065686716977454,0.00013895606935268698,-0.00013944870129440444,18.681531583751,698
11,0.9722019188677957,16.903344133492926,697,1.0659085698616066,0.0001480582675133518,-0.00014871071995534627,18.648912048485,697
15,0.9723404725282228,16.835409175738334,695,1.0650178321711852,0.0001476960906768975,-0.00014989065770426593,18.596766846337,695
19,0.9720934855683311,16.947740266308877,698,1.0657201772445606,0.000145486224059169,-0.00014808073545562327,18.699081377004,698
23,0.9720754133517536,16.991811076553685,701,1.066349681286093,0.00014642154950515236,-0.00014663921379667592,18.771697965296,701
