Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.938701049393376,28.620062678485336,1042,1.0603990303919535,1e-16,1e-16,1e-16,1042
2,0.938789402452199,28.583093148276742,1041,1.0599699911043572,1e-16,1e-16,1e-16,1041
3,0.9386839811888306,28.61134436219577,1042,1.0597778675171663,1e-16,1e-16,1e-16,1042
4,0.9386468327436436,28.62082495668545,1043,1.0598643265981191,1e-16,1e-16,1e-16,1043
5,0.9383928176995273,28.767999420770522,1047,1.0605618800028558,1e-16,1e-16,1e-16,1047
6,0.9386227364548737,28.625751035179146,1043,1.0606604106674853,1e-16,1e-16,1e-16,1043
7,0.9391207264227854,28.43414097003203,1035,1.0595590828744572,1e-16,1e-16,1e-16,1035
8,0.938589604057815,28.646243552239216,1042,1.0601614144458544,1e-16,1e-16,1e-16,1042
9,0.9387683181995253,28.587726600764928,1041,1.0598069318595675,1e-16,1e-16,1e-16,1041
10,0.938488198842575,28.68860881313611,1045,1.0603873551040004,1e-16,1e-16,1e-16,1045
