Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9964708977072382,2.247136060446784,88,1.0061382555591591,0.0022722963201693073,-0.002316018625693629,2.3560102609057,88
2,0.996494993996008,2.240179110034038,88,1.005877490872404,1e-16,1e-16,1e-16,88
3,0.9964839498636552,2.243281234441529,88,1.0059751928237755,1e-16,1e-16,1e-16,88
4,0.9964708977072382,2.2619402208130386,88,1.0057758447507772,0.0018682708397259834,-0.0019304439809381718,2.3612877842398,88
5,0.9964789298034947,2.259426153338452,88,1.005769109862767,1e-16,1e-16,1e-16,88
6,0.9964970020200722,2.2300642186848854,88,1.0053121345414282,1e-16,1e-16,1e-16,88
8,0.9964739097433344,2.2534914105656956,88,1.005668657611774,0.0020816441089427148,-0.002191905199429806,2.3543425130819,88
11,0.9964729057313023,2.2365216252592774,88,1.0058421847694554,0.0020296404508791136,-0.0020864988189022715,2.3612877842398,88
15,0.9964849538756873,2.2523643415483394,88,1.0057256451472338,0.0019715576216521886,-0.001907703748081773,2.3561307472552,88
19,0.996469893695206,2.2680886530991056,88,1.0059681196325974,0.0023117574088285875,-0.002339828880050305,2.3612877842398,88
23,0.9964899739358476,2.2409250399513367,88,1.0056442016999239,0.0018543275287838227,-0.0019702253411050417,2.3533297243469,88
