Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8578690447026317,66.322505185785,2414,1.2574453996716608,1.31642024970759e-05,-1.3133328980056509e-05,66.475304685808,2415
2,0.8580326986638608,66.26178991280493,2412,1.2555442388703746,1e-16,1e-16,1e-16,2412
3,0.8573630226384633,66.56009852835768,2423,1.2595950391619848,1e-16,1e-16,1e-16,2423
4,0.8569312974646688,66.75846820268707,2430,1.2596043025661248,1.2632488391215513e-05,-1.2669307733242106e-05,66.949556416328,2431
5,0.8576200497186758,66.4844905819168,2423,1.2566850413334263,1e-16,1e-16,1e-16,2423
6,0.8573198501210838,66.5971238750952,2425,1.2573060562077774,1e-16,1e-16,1e-16,2425
7,0.8575015762988903,66.50948179844393,2422,1.255594794737342,1e-16,1e-16,1e-16,2423
8,0.8584704479098477,66.06062708835638,2404,1.255512145551753,1.3032434563629916e-05,-1.3159271083283102e-05,66.189143072674,2404
9,0.8589172332641234,65.84624047647074,2398,1.2530604685517752,1e-16,1e-16,1e-16,2398
10,0.8572666374833836,66.63225310293477,2426,1.2601023518943573,1e-16,1e-16,1e-16,2426
12,0.8579242653643961,66.30670870942251,2413,1.2596749874733493,1.3252478890145153e-05,-1.3312052787014959e-05,66.436911529378,2414
16,0.8574503716852543,66.51197274595525,2423,1.2578377847363544,1.3230126605269807e-05,-1.3299405228106371e-05,66.653282150236,2423
20,0.8582806896357846,66.14626141305187,2408,1.2583939174127503,1.3130560524896399e-05,-1.3128327869463713e-05,66.253478867306,2408
23,0.8569122212360593,66.76668697513828,2432,1.25823122099946,1.2708480217113573e-05,-1.2697782238252633e-05,66.975497766774,2432
