Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.7116909169039481,115.00166261458412,3671,1.4206730696824634,2.4413450850588364e-06,-2.386390914765097e-06,114.6144345191,3683
2,0.7144619901124895,113.87991853844693,3632,1.4138496690659594,2.5388832651094736e-06,-2.4985105733580057e-06,113.62082473577,3646
3,0.7114991506058208,115.10759888678965,3676,1.423913375343826,2.4736692973159006e-06,-2.407323402761662e-06,114.69765714271,3686
4,0.7123194284360304,114.69933172343936,3661,1.4227632750418144,2.487919419835457e-06,-2.446119928213629e-06,114.40308517485,3674
5,0.7127973381633006,114.55140455775653,3661,1.416031791997483,2.4646437611653187e-06,-2.409387827650083e-06,114.17884499864,3670
6,0.7171748306231702,112.74269653683791,3594,1.4110285163801704,2.5648877762519672e-06,-2.5180235271874795e-06,112.44393736725,3611
7,0.7120122007542138,114.92583420694947,3669,1.4206768092398787,2.464765527062715e-06,-2.404936489903158e-06,114.54360058719,3681
8,0.7158786510897547,113.30593632937835,3616,1.4131215913696527,1e-16,1e-16,1e-16,3628
9,0.7155623872996494,113.4720325141967,3623,1.4119359663876592,2.565618634242438e-06,-2.512958709319446e-06,113.15471784733,3635
10,0.7124138055670459,114.70942349482523,3655,1.423648776411397,2.43617063987036e-06,-2.3855348819506925e-06,114.36726843719,3676
11,0.7145162067622218,113.88648757807918,3639,1.417401448035166,2.551327151175513e-06,-2.5144825269167867e-06,113.59345923837,3646
12,0.7119579841044815,114.8588357486622,3663,1.4192433100308746,2.4636203292963992e-06,-2.4055983899829363e-06,114.58734731911,3677
13,0.7176929008317235,112.6110163465075,3595,1.410229415158324,2.6727917643379503e-06,-2.6144263094650418e-06,112.29490153957,3608
14,0.7186918928036433,112.1386622797274,3575,1.4071784698669005,1e-16,1e-16,1e-16,3592
15,0.7160724254119462,113.24745884615017,3614,1.4105413256754624,2.571798949992133e-06,-2.5205325298415514e-06,112.92005728218,3627
16,0.7147862859988514,113.77595054995109,3632,1.4110491492939445,2.503822558520776e-06,-2.4565760652989474e-06,113.38105974115,3644
17,0.7097240573331031,115.71397299010756,3699,1.4236135698661867,2.403934436265817e-06,-2.3235562698274794e-06,115.43256889303,3705
18,0.713404765442709,114.2583868115147,3649,1.4217294741965822,2.4943062615727427e-06,-2.4846355042670364e-06,113.99808663725,3659
19,0.7121085859092935,114.89471090641906,3665,1.4211728776566737,2.4780320786031026e-06,-2.43313165114349e-06,114.56809889691,3678
20,0.71361761599351,114.1982990637136,3641,1.4188058674341815,2.5132337870854294e-06,-2.4592646961824934e-06,113.89196123114,3658
21,0.7132571756739933,114.37632732228687,3649,1.4159124457196084,2.4565097887549033e-06,-2.414064006456399e-06,113.95191806561,3664
22,0.713453962032281,114.24491663799863,3641,1.4212686931006686,2.614886748429806e-06,-2.5636732271429365e-06,113.91146254621,3660
23,0.7137642017501937,114.11858313350805,3643,1.4172872548782498,2.562083481250748e-06,-2.516766114633463e-06,113.81817879739,3654
24,0.7103656210216023,115.49820615144513,3685,1.4224054995930808,2.3775877012603877e-06,-2.298925843185374e-06,115.18880632269,3699
25,0.7127943261272043,114.54878562890457,3657,1.418634091307541,2.4964762428224933e-06,-2.4440015096271467e-06,114.16394504415,3669
