Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8141342805852185,95.44108089504563,3724,1.2545240139939469,4.369016942099945e-06,-4.25132468103712e-06,104.77205950146,3724
2,0.8157406998365468,94.65070151721375,3694,1.2516769545662656,1e-16,1e-16,1e-16,3695
3,0.8135750458833498,95.7320119528395,3736,1.256182452518471,1e-16,1e-16,1e-16,3736
4,0.8139415102750591,95.5728332501878,3730,1.2553083808822265,4.403317837307037e-06,-4.289943715683878e-06,104.96675929638,3731
5,0.8150700197991173,94.98269654561996,3707,1.2528141539975208,1e-16,1e-16,1e-16,3707
7,0.815128252496978,95.00646540835473,3710,1.2528048075177027,4.382043502425596e-06,-4.275136183686538e-06,104.35225261626,3710
10,0.8132969345504637,95.87245950430795,3741,1.2566954569733046,4.352463400253407e-06,-4.254487788976732e-06,105.25678223663,3741
13,0.8151684129782611,94.92345678419166,3704,1.2524742611715933,4.455472342989252e-06,-4.338619372597895e-06,104.23435681715,3705
16,0.81487825350099,95.0327810351297,3707,1.2523822794321624,4.418324951772189e-06,-4.327663084782937e-06,104.31422173889,3708
19,0.8114706366641098,96.82280298295494,3779,1.2578302276418958,4.188855667305817e-06,-4.107791775055955e-06,106.34131622484,3779
22,0.8142738382576776,95.43173505357707,3726,1.255087361830426,4.4109529074433245e-06,-4.322573656373739e-06,104.82292578088,3726
