Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9920110762607379,4.391224764830731,176,1.014498379059821,0.0010147291910920775,-0.0010466176948506372,4.8499087650828,176
2,0.991837382179188,4.44889372993224,177,1.0146296442460414,1e-16,1e-16,1e-16,177
3,0.991850434335605,4.438627737279157,176,1.0149466021445612,1e-16,1e-16,1e-16,176
4,0.9918203139746427,4.422673387932263,175,1.0143976398596484,0.0008628190082515236,-0.0008977193373540166,4.8490806521237,175
5,0.9918313581069955,4.4432053732384285,177,1.0145278931557906,1e-16,1e-16,1e-16,177
6,0.9918795506845354,4.437517016544618,177,1.0148447131716523,1e-16,1e-16,1e-16,177
8,0.9917229248075309,4.473543275605421,177,1.0147518989221518,0.0009365483831980056,-0.000970045512402881,4.9044987167195,177
11,0.9917701133730387,4.45000445066678,176,1.0146647422782373,0.0008923434954395569,-0.0009193870228469806,4.8704844640473,176
15,0.9918313581069955,4.438627737279157,176,1.0148662345335389,0.0009451595287219945,-0.0009037168691452632,4.8611966145651,176
19,0.9919076630214336,4.412082072708039,176,1.0143867027049365,0.0008489743989305263,-0.0008881919846485319,4.8767896844216,176
23,0.9919207151778507,4.408289834912164,176,1.014642838019216,0.0008437409056763435,-0.0008841954988752354,4.8548689801365,176
