Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9387311697543383,28.61902808932111,1042,1.0818970676979571,6.515148619045873e-05,-6.661720888706482e-05,28.674544696936,1042
2,0.9388074746687765,28.573807090095666,1041,1.0805882981893575,6.070543285172964e-05,-6.136586342876787e-05,28.618554668405,1041
3,0.9386699250203815,28.62795332344352,1042,1.0816359380325304,1e-16,1e-16,1e-16,1042
4,0.9385926160939113,28.66413745548872,1043,1.081211872714771,6.0955872331832686e-05,-6.273584012014404e-05,28.720879007397,1043
5,0.938437998240971,28.724464817688283,1047,1.0816211146951924,1e-16,1e-16,1e-16,1047
6,0.9386448247195794,28.658005371485473,1043,1.0825523515546323,1e-16,1e-16,1e-16,1043
7,0.9391829751687745,28.393399517068953,1035,1.0801633446473784,1e-16,1e-16,1e-16,1035
8,0.9386357886112907,28.618949152828908,1042,1.082903411589114,6.0439017789892526e-05,-6.093369243779058e-05,28.717845993151,1042
9,0.9386980373572796,28.612633270956096,1041,1.0826985029500769,1e-16,1e-16,1e-16,1041
10,0.9385213312396335,28.670055849978656,1044,1.0817511460572777,1e-16,1e-16,1e-16,1045
12,0.9384942229147674,28.70612157728556,1045,1.0824556809343093,6.338890319298504e-05,-6.459408816857285e-05,28.784215151546,1045
16,0.9388998437757278,28.536035813440854,1037,1.0812600602032072,6.103789988159003e-05,-6.158702965594683e-05,28.573946109476,1037
20,0.9388315709575463,28.563731666992602,1040,1.0816885172015804,6.13148722997928e-05,-6.199425258598559e-05,28.669247953301,1040
23,0.9383898056634311,28.741378786465788,1045,1.0820083565520882,6.196941306503601e-05,-6.275408422549252e-05,28.810449720593,1045
