Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8906681097666275,59.07610814284635,2186,1.167544705840099,1.486759465245097e-05,-1.4747684259433795e-05,61.651641194207,2186
2,0.8907594748615467,59.00145981583608,2184,1.1657263290357447,1.4813929796132964e-05,-1.4813389565300832e-05,61.573559711896,2184
3,0.8898649001409633,59.472213194645626,2200,1.1690932916472332,1.493784623717784e-05,-1.4982883722443214e-05,62.029450006919,2200
4,0.8901661037505874,59.309824701287184,2196,1.1684300089238588,1.4590748570683656e-05,-1.4517676829687536e-05,61.952317164096,2196
5,0.8907193143802635,59.128211122750926,2189,1.1676680767829601,1.5018073863936842e-05,-1.503323773967867e-05,61.603243553422,2189
6,0.890237388604865,59.29456327025057,2195,1.1676630946223687,1.4461235321207757e-05,-1.4477049124515235e-05,61.876817251446,2195
7,0.8905345761663608,59.13712958519287,2190,1.1667153813649527,1.480453479302604e-05,-1.4478164971552355e-05,61.702767701203,2190
8,0.8911610796743789,58.72228941545177,2175,1.1665339983942427,1.498267511714349e-05,-1.5000181944973961e-05,61.356687085466,2175
10,0.890150039558074,59.33455598837445,2196,1.1685289506256424,1.4787546002722438e-05,-1.4744311052801109e-05,61.917311838187,2196
13,0.8902644969297312,59.23331856178838,2193,1.1675874918048799,1.4551795983742938e-05,-1.4452643381842661e-05,61.899122051289,2193
16,0.8904783514925643,59.159113962087545,2191,1.1672549039631637,1.538706705759335e-05,-1.525494342046205e-05,61.750182235459,2191
19,0.8909723254123477,58.89851123005831,2179,1.1665574569442159,1.5006165983563435e-05,-1.4938619550206095e-05,61.474038931594,2179
22,0.8899281528989843,59.45181596236058,2200,1.1675418193606986,1.4256694593878117e-05,-1.4320403608219391e-05,62.031374651284,2200
23,0.8903086734591428,59.27011106580788,2193,1.1679606375589524,1.4939617103840444e-05,-1.4786112639113574e-05,61.874716462244,2193
