Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9650302609226469,17.94801036148122,700,1.0451070821592405,0.0001261352559736288,-0.0001292744743995568,19.756034995525,700
2,0.9651135939213096,17.913094823154957,699,1.0446697246161474,0.00012305219152930748,-0.00012570447592886427,19.702011607344,699
3,0.9648656029493857,18.00378320768479,701,1.0453749484611676,1e-16,1e-16,1e-16,701
4,0.9648364866004554,18.025655951521625,702,1.0448447628818605,0.00011563620078249308,-0.00011904702246072023,19.821226459055,702
5,0.9651226300295983,17.92336081580804,700,1.04517564145638,0.0001291796959725208,-0.00013131699284188366,19.706552101215,700
6,0.9650955217047321,17.931175329195913,700,1.0451533517475107,1e-16,1e-16,1e-16,700
7,0.9653264444721106,17.78402398507413,693,1.0447834011500865,0.00012036883483445985,-0.00012076257870781163,19.576208744905,693
8,0.9651356821860153,17.895244354910126,698,1.0450098632541103,0.00011768692298027702,-0.00011823047211800555,19.69946645303,698
10,0.964743113481472,18.075185080664117,704,1.0454896320835942,0.00011940260196055403,-0.00011963436789462605,19.860583901264,704
11,0.9651386942221115,17.884097679318636,697,1.0451729814019959,0.00012660236803157895,-0.00012730660924188366,19.682787731988,697
13,0.9652662037501858,17.79919293625762,693,1.0447734311752261,0.00013543847545484765,-0.0001368849753197784,19.593424505675,693
14,0.965144718294304,17.867683254379482,696,1.0448660305351003,0.00012750174059368422,-0.00012740465122149585,19.645945362791,696
15,0.9651919068598118,17.844374467236964,695,1.044759895195276,0.00012638945298847645,-0.00012852015699911358,19.580337184739,695
16,0.9651396982341436,17.859773456216594,695,1.0449228506520356,0.00012140261493761773,-0.00012157857327700831,19.649962966869,695
17,0.9649860843932354,17.97311998274666,701,1.0452635126598628,0.0001219360746,-0.0001222848412796676,19.784319266772,701
19,0.9650684133798659,17.91286478535883,698,1.0449606195793135,0.00012399728504221605,-0.00012637199212952907,19.709041921893,698
20,0.9648776510937707,17.99999096988892,701,1.0452973518364628,0.00011984290100720222,-0.00012022458137761773,19.794912106548,701
22,0.9649087754667652,17.99531804915463,701,1.0453501149027231,0.00012186519559612189,-0.00012766252813772855,19.793924816936,701
23,0.9649208236111502,17.989955015031963,701,1.0455456603089464,0.00012510283316808865,-0.00012544371763545707,19.810093125491,701
