Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.831868145107851,78.4931096626449,2856,1.3107514865457153,9.05311782033651e-06,-8.940264760778172e-06,78.615930739131,2858
2,0.8320368191292404,78.42391288285182,2855,1.308784185152749,1e-16,1e-16,1e-16,2855
3,0.8310498753017056,78.84277136142633,2870,1.314205251426223,1e-16,1e-16,1e-16,2870
4,0.8317466596519693,78.52900116868459,2860,1.3115805892490926,8.9611053618595e-06,-8.906010952057618e-06,78.719795565238,2861
5,0.8317968602535732,78.5369013902451,2862,1.31018661335868,1e-16,1e-16,1e-16,2862
6,0.8314665402950189,78.69067759052804,2865,1.3106928177873236,1e-16,1e-16,1e-16,2865
7,0.8326854109019642,78.11146710035791,2845,1.3084523955118674,1e-16,1e-16,1e-16,2846
8,0.8320398311653366,78.40687093273367,2854,1.310479081399918,1e-16,1e-16,1e-16,2854
9,0.8324936446038369,78.16080565995037,2846,1.3070564180529602,1e-16,1e-16,1e-16,2846
10,0.8316060979674781,78.62864467898058,2863,1.3142730275586605,1e-16,1e-16,1e-16,2863
12,0.8316161380877989,78.60215483093837,2861,1.3135911096075508,8.997566140291191e-06,-8.92124692465241e-06,78.77262291759,2863
16,0.83150569676427,78.63753044485688,2865,1.3116152228384188,9.092074069007093e-06,-9.130633851009972e-06,78.791765219322,2865
