Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9139099842972518,40.169506401780566,1463,1.1159851011620465,3.237088534035457e-05,-3.2754879175023824e-05,40.257572581953,1463
2,0.9138939201047386,40.184428966885115,1462,1.1165005099038003,3.249811173723989e-05,-3.299640958133186e-05,40.223319573465,1462
3,0.9135043634362914,40.358681335945285,1469,1.1164804116776494,1e-16,1e-16,1e-16,1469
4,0.9139431166943105,40.18852340728884,1464,1.114903646157481,3.296458270878117e-05,-3.349028862271468e-05,40.326574893506,1464
5,0.913974241067305,40.122270878918876,1463,1.1169756642378317,1e-16,1e-16,1e-16,1463
6,0.913475247087361,40.4012208181094,1470,1.117911962536363,1e-16,1e-16,1e-16,1470
7,0.9145174115766603,39.88555144760414,1454,1.113720011054791,1e-16,1e-16,1e-16,1454
8,0.9141148027517961,40.04137206316705,1458,1.1146555471625244,3.2644913575947925e-05,-3.327741008779834e-05,40.175334910915,1458
9,0.9139140003453802,40.1866504083542,1463,1.1160121077569638,1e-16,1e-16,1e-16,1463
10,0.9134842831956498,40.400777090799956,1471,1.1164457464233875,1e-16,1e-16,1e-16,1471
12,0.9139129963333481,40.14403198969788,1461,1.1167776194472756,3.3170933270520776e-05,-3.3292921091038225e-05,40.228958307144,1461
16,0.9142131959309401,40.04057989332319,1458,1.1149157007752677,3.2453188457490305e-05,-3.266336572139612e-05,40.132465847495,1458
20,0.9144872912156979,39.862821140792185,1451,1.1155206129681523,3.2658889490649306e-05,-3.26462266973097e-05,39.97809166329,1451
23,0.9139200244175726,40.20066917055705,1462,1.1167648255507658,3.313802512728532e-05,-3.32981234221518e-05,40.263043161423,1462
