Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9102262641515496,48.07403192026889,1870,1.1463219359948054,2.1129700483914682e-05,-2.1040920909914683e-05,52.2060999844,1870
2,0.9101760635499456,48.09998275622664,1871,1.145665581636927,1e-16,1e-16,1e-16,1871
3,0.9097162260392528,48.328427598561234,1880,1.146314100269305,1e-16,1e-16,1e-16,1880
4,0.910181083610106,48.0710250806364,1868,1.1455974978597128,2.1080612782354574e-05,-2.1203290862054297e-05,52.175392646608,1868
5,0.9100124095887165,48.27359125182499,1879,1.1469154911646324,1e-16,1e-16,1e-16,1879
8,0.910131887020534,48.12025200717104,1870,1.1455323390178558,2.102253127775845e-05,-2.1167710864690306e-05,52.229181862167,1870
11,0.9105425279416548,47.908412159325614,1863,1.1457149707207563,2.174510326983158e-05,-2.1927916749089197e-05,52.056069505583,1863
15,0.9111017626435235,47.63707939229248,1853,1.144133336758026,2.1247829015317452e-05,-2.157939083646094e-05,51.697573399231,1853
19,0.9104581909309601,47.91613138793847,1862,1.1446238311490593,2.1251198248528532e-05,-2.1280286720865376e-05,52.014690317815,1862
23,0.9095375118975426,48.35621873688801,1879,1.147824906760724,2.1370210141031577e-05,-2.1241834317691965e-05,52.464841703876,1879
