Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8160609796747804,73.31381431270921,2344,1.2487610003177745,8.946135054290305e-06,-8.90177208290349e-06,73.247428782079,2345
2,0.8166222224007132,73.09338132499298,2338,1.245965322409037,8.967793380928865e-06,-9.040003841208754e-06,73.031716438798,2338
3,0.8158752374488456,73.38535093870965,2347,1.2508430949273421,8.958459310414182e-06,-9.021745431835347e-06,73.327308115604,2347
4,0.8152818663378862,73.59341489704201,2352,1.2497798368479487,8.559282546178615e-06,-8.602026627853409e-06,73.608939539936,2354
5,0.8164073638258481,73.20632359245971,2343,1.2473944950435005,8.882721476106372e-06,-8.939645810318892e-06,73.018014541457,2343
6,0.8156382906092746,73.46560588099966,2350,1.2488188074592264,8.499493932709032e-06,-8.575240988559447e-06,73.404850451039,2350
7,0.8163611792723724,73.22762462764645,2342,1.2446919300349342,8.642035808619724e-06,-8.540865871798006e-06,73.093386665439,2343
8,0.8171463166814591,72.84580784409225,2329,1.2460419436554964,8.845636951968533e-06,-8.996980986135844e-06,72.824910820562,2329
9,0.8181081602081919,72.50610316367555,2319,1.24314961596957,9.092290607325873e-06,-9.155720363422384e-06,72.429287512397,2319
10,0.8156372865972426,73.48294045712332,2350,1.251002281316599,8.698010038485541e-06,-8.67526602304543e-06,73.417308608871,2350
11,0.8159324661346742,73.35610740879437,2345,1.2503946007046725,9.068299824013075e-06,-9.300959574264378e-06,73.329557275762,2345
12,0.8168280448672897,73.0039547625016,2332,1.2498129219434224,9.091927839414849e-06,-9.119869578501496e-06,72.949384034871,2335
13,0.8158079686426962,73.39374393242807,2346,1.2487902669191544,8.684737471002882e-06,-8.744167035378504e-06,73.408981466584,2346
14,0.8174465162790511,72.74889209078417,2325,1.2469501936945442,9.074202182033797e-06,-9.027131018345927e-06,72.677805521374,2327
15,0.8191503246974912,72.11601179114123,2303,1.244974088445571,9.089696926755345e-06,-9.233717865206428e-06,72.023632253042,2307
16,0.8159083698459042,73.39377662899372,2348,1.2487848578568903,9.150878443193019e-06,-9.159069319564322e-06,73.224283124354,2348
17,0.8163933076573989,73.18064226254418,2341,1.2468652107960885,8.801124068338393e-06,-8.91194727751313e-06,73.059472033059,2341
18,0.816632262521034,73.08098917564584,2335,1.246387128313785,8.846020277701276e-06,-8.88086332357086e-06,73.036042049783,2338
19,0.8164716205959012,73.14752755834084,2338,1.2479334996264835,8.930536290639778e-06,-8.975898748869473e-06,73.059263196747,2339
20,0.816820012771033,72.99169736617557,2333,1.249685443981593,9.082976829842438e-06,-9.091035914504931e-06,72.94565645051,2335
21,0.8151563648338762,73.69695550651126,2357,1.2511671734980272,8.748155065092855e-06,-8.782829493935402e-06,73.588608966603,2357
22,0.8154465243111474,73.5579603466313,2352,1.245889256292891,8.473890977724322e-06,-8.559421594394128e-06,73.472072397369,2353
23,0.8152025493873518,73.65158340598188,2356,1.2488714989342526,8.739514421684655e-06,-8.762574645768532e-06,73.635735689692,2356
24,0.8155218252135533,73.48651900540588,2350,1.25001778815976,8.461809775144045e-06,-8.650098005189916e-06,73.469427918554,2350
25,0.817358163220228,72.80633101808955,2329,1.2501148103148603,9.284057305519225e-06,-9.266251285209528e-06,72.72128130871,2329
