Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9023417576636238,51.56957866645999,2029,1.1693148829143707,1.942744230682881e-05,-1.9321186470097508e-05,56.689775256581,2029
2,0.9023377416154955,51.585533015806874,2030,1.1685925736790912,1e-16,1e-16,1e-16,2030
3,0.9015947727117561,51.972745530049366,2045,1.1708318571451735,1e-16,1e-16,1e-16,2045
4,0.9021590274737853,51.66942232290836,2033,1.1695636308033144,1.919153298022161e-05,-1.922986634905928e-05,56.797383064193,2033
5,0.9020144497411657,51.77842125127528,2039,1.1699602796934585,1e-16,1e-16,1e-16,2039
15,0.9031459713013201,51.165301082136054,2014,1.1676220214202258,1.9548771725162327e-05,-1.985984306326759e-05,56.195433490559,2014
19,0.9024401508427677,51.518708778786824,2027,1.1679932453721087,1.938170557542715e-05,-1.9300357612741274e-05,56.631829993341,2027
23,0.9022293083160309,51.62424079192901,2031,1.1698487151269186,1.981811947070471e-05,-1.9644878669627702e-05,56.757168422289,2031
