Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.7824004722872598,101.6420743458161,3704,1.3161844038606834,4.05010708466205e-06,-3.960340221142604e-06,101.65220301673,3704
2,0.7831464532270954,101.32362165573772,3690,1.314414139378904,1e-16,1e-16,1e-16,3693
3,0.7818000730920759,101.95368568529818,3715,1.317540829480158,1e-16,1e-16,1e-16,3715
4,0.7820169396910053,101.79425382488706,3707,1.3162790023921336,1e-16,1e-16,1e-16,3708
5,0.7832006698768278,101.31337201136743,3695,1.3142676650096554,1e-16,1e-16,1e-16,3695
6,0.7849697390773531,100.47754440143586,3661,1.3104274097664792,1e-16,1e-16,1e-16,3661
7,0.7829516748928719,101.417221595125,3696,1.3149792829932416,1e-16,1e-16,1e-16,3697
8,0.7841695414877852,100.80069990389232,3673,1.31349151227529,1e-16,1e-16,1e-16,3673
9,0.7826976598487556,101.51531065737703,3699,1.3147623907462338,1e-16,1e-16,1e-16,3700
10,0.7810390319717592,102.3055130090198,3727,1.3180819176211986,1e-16,1e-16,1e-16,3729
