Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8164495323311954,94.25724528591017,3678,1.250407011893015,4.5071277826674795e-06,-4.381390270925984e-06,103.49872680152,3678
2,0.8168129846868085,94.09548035097217,3673,1.249974963457,1e-16,1e-16,1e-16,3673
3,0.8155499375504516,94.7127180804784,3696,1.2529858626096186,1e-16,1e-16,1e-16,3696
4,0.8154083718539283,94.79873354427397,3699,1.2520768667933455,4.464597929141053e-06,-4.353251686469807e-06,104.12424876307,3700
5,0.816944510263011,94.03836674623791,3671,1.249565627193256,1e-16,1e-16,1e-16,3671
7,0.817344107051779,93.82406584252493,3662,1.2496678459641002,4.4988361419519114e-06,-4.377043453815181e-06,103.03648494056,3662
10,0.8147497399608837,95.12781701782271,3712,1.2541427451275018,4.474947369303269e-06,-4.378263389178726e-06,104.43653837045,3712
13,0.8160900960237107,94.43182297754151,3684,1.2508352501574656,4.517003516578726e-06,-4.389694458114017e-06,103.6933977987,3685
16,0.81618146111863,94.34090455521553,3679,1.2503734803649136,4.484528082746593e-06,-4.388466672149474e-06,103.5747670697,3680
19,0.8148350809836105,95.07671709235342,3710,1.2530968906720776,4.379299692447978e-06,-4.296762539177175e-06,104.46234000135,3710
22,0.8159133899060647,94.57564215945968,3692,1.2524152243465356,4.501665397208754e-06,-4.434484473786703e-06,103.90415527356,3692
