Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9690804454600584,18.874053135668763,787,1.0499261093713657,0.00011966266205052632,-0.00012227853075058172,19.017016178401,787
2,0.9691838586993626,18.817169568730655,785,1.0491669173726799,0.00011610658388941828,-0.00011822096854249308,18.958611597091,785
3,0.9690171927020373,18.919369419669223,788,1.0496256362775596,1e-16,1e-16,1e-16,788
4,0.9691015297127321,18.842453411263303,785,1.0494545479705233,0.00011245863268454294,-0.00011585044140875346,18.981821517866,785
8,0.9691035377367963,18.86028075954485,786,1.0496996627975272,0.00011492349035301939,-0.00011509644425218836,18.997174543917,786
12,0.9689840603049787,18.922915271386156,789,1.0499304833266172,0.00012052243688576179,-0.00012109322081252079,19.085639264275,789
16,0.9692491194814479,18.758540984198536,781,1.0491338986249348,0.00011258231478182826,-0.00011219740825252078,18.894191629504,781
20,0.9690744213878659,18.886389468486996,787,1.0494335702586677,0.0001139539250236011,-0.00011466377309274238,19.028875984115,787
23,0.9690453050389356,18.910523122039006,788,1.0500331220513301,0.00011937352269440444,-0.00011967384650193906,19.060889081298,788
