Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.9533084204481107,36.401161682562986,1873,1.0953763768287945,3.6451599700590586e-05,-3.625278704625153e-05,39.437559810312,1547
2,0.9532953682916936,36.45073027995157,1882,1.0951267564395113,3.6295093420517454e-05,-3.648329528717008e-05,39.491757370611,1550
3,0.9531708707997156,36.53058096317823,1869,1.0955182769506777,1e-16,1e-16,1e-16,1553
4,0.9532833201473087,36.4364978282354,1879,1.0951416983418427,3.684222865269031e-05,-3.6713226416021056e-05,39.482840220117,1548
5,0.9533214726045277,36.36053466757963,1842,1.0956068607086862,1e-16,1e-16,1e-16,1545
7,0.9535704675884836,36.20794135284297,1844,1.0942666737331874,3.6872097736126316e-05,-3.660228299124986e-05,39.178208931874,1538
11,0.9534178577596074,36.327094640805136,1844,1.0952907542908676,3.799101989788145e-05,-3.7955698051200005e-05,39.398135497667,1544
14,0.9534088216513187,36.29524175864027,1848,1.0943315887697567,3.642566369544155e-05,-3.606440936327756e-05,39.340061376331,1542
18,0.9535925558531894,36.1536208982279,1846,1.0946111475968636,3.8610210927616625e-05,-3.81940151272133e-05,39.234723824813,1540
22,0.9531568146312666,36.46852493166749,1878,1.0953624056511653,3.6311267531934626e-05,-3.6910138557841555e-05,39.53814087793,1550
23,0.9531768948719082,36.50690738521848,1868,1.0959516071279685,3.6975451904913024e-05,-3.67523190244975e-05,39.522399704894,1550
24,0.9533596250617468,36.347817195661335,1855,1.0947990533245664,3.662853245295956e-05,-3.7186856169918e-05,39.451113532382,1547
25,0.9536558086112104,36.12933614337196,1864,1.0951837963686162,3.716879551869363e-05,-3.632126057045873e-05,39.174299086769,1536
