Packing_fraction,Samples,M0_avg,M0_var,M1_avg,M1_var,M2_avg,M2_var,M3_avg,M3_var,Tau_avg,Tau_var,Permeability_avg,Permeability_var,Energy_avg,Energy_var
0.05,60,0.9531021045626951,0.00022782884177984848,2.8293762952792014,0.005403574039451613,12355.260980866915,0.005075672526418888,89.77681118666887,0.004645184746402369,1.028297812350788,0.0005317058539197296,0.004957938500529649,0.057041049025254746,0.00484229673847646,0.05773632261546952
0.060000000000000005,60,0.9437257306737344,0.0002465899623673401,3.4002371999035432,0.004985473055796475,14821.37906963926,0.004932658705726563,107.72634952710877,0.004142930074487065,1.0340144755680876,0.0004890294955345719,0.003923567797076719,0.04076134990464231,0.0038247843477824976,0.04112785256738833
0.06999999999999999,60,0.9343704026084618,0.0002690410603200285,3.968262847889503,0.004983364732017206,17285.89668226283,0.004262284848604554,125.63544136659287,0.003833053690199002,1.0399862459264229,0.0005025226826046714,0.0031724987940472044,0.033007462248367654,0.003086044828986005,0.03346176381457088
0.08,60,0.925109995646973,0.0004975303430285799,4.530787489038883,0.006744500986657409,19725.695384776085,0.006256571354280992,143.36090926213245,0.006178135448581041,1.0458066234704233,0.0005455921413716401,0.0026550693327027416,0.03487358447426939,0.002578477330912024,0.03562886873454758
0.09,60,0.9158496708389688,0.0005132123314704498,5.0934951481303194,0.005456056759778017,22164.16095427425,0.005659332871044006,161.0883864456631,0.005601318036769989,1.0516644140409033,0.0007077500960232354,0.0022495391580702804,0.025913809434641576,0.0021817049090082576,0.02686977725150806
0.09999999999999999,60,0.9069217225518978,0.0005925059205378802,5.643497076881024,0.006681745844274653,24510.561350495766,0.005602386754032481,178.17885687506563,0.005761906680401282,1.0574202059588935,0.000745394307441374,0.0019300587021383979,0.032003366789063334,0.0018693018593306495,0.03336696708762692
0.11,60,0.8977088746228808,0.0005986153105049356,6.211163815632103,0.005429154833420205,26933.31632265548,0.005262943140588175,195.8154841073881,0.005247509523842391,1.063384340109179,0.0007943502825399538,0.0016529052859734804,0.028135716174186347,0.0015989854553210153,0.029231855129219542
0.12,60,0.8885908165669835,0.0009408824164951726,6.7721709581488145,0.007870655696401975,29331.831323800267,0.007516622873427024,213.26671104594803,0.007514401221132332,1.0693535454912795,0.001028047264395018,0.001439277088294967,0.023562873985668833,0.0013908560165782008,0.024506286064971648
0.13,60,0.8799474855797068,0.0013105493622251616,7.306101498057407,0.010771921572697766,31601.941158231373,0.00956923670601599,229.80754677756948,0.009626629617009325,1.0749910908924711,0.0012430886227441237,0.0012649848020107094,0.025533997330861785,0.0012216354157548216,0.026396532454342522
0.14,60,0.8707821905655597,0.001285263341059472,7.878915225622726,0.009613455159085396,34004.65411534746,0.008659808402772464,247.35430715726895,0.008694752644377074,1.081316500138422,0.0010838332550917255,0.0010995469420741386,0.02824845046029274,0.0010607162867841717,0.029215192119639986
0.15000000000000002,60,0.8618060260381725,0.001850143354466314,8.441055833144393,0.012488915597712806,36354.62757985329,0.011610021552616038,264.5276275757587,0.011638489910489548,1.0871994382707706,0.0013248723953523335,0.0009823249957831802,0.027056351384347,0.0009471541874390169,0.02764439560337634
0.16,60,0.8527363875728052,0.0017982604047313664,9.01151345115842,0.0117934904678545,38727.94744123428,0.010435763939254512,281.8936943304257,0.010467622302041998,1.0930456276294,0.0012952735955118876,0.0008763942356356969,0.026363991249088135,0.0008448781069495969,0.026639820592118793
0.17,60,0.8439511935174226,0.0017920324214337582,9.568312274791406,0.011689842057674085,41021.41149557203,0.009551293020748895,298.71322496135946,0.009701885906541282,1.0991569089032933,0.0014002505990440707,0.0007820611396890743,0.028774109918535493,0.0007536679791143147,0.02896998754722603
0.18000000000000002,60,0.8351183780594555,0.0017754506287083836,10.139500063520348,0.010977788034142802,43327.98142505593,0.009116579044902819,315.6236198984556,0.008984877295241141,1.1054764359945985,0.0016642369002577216,0.0006981510867261053,0.029661097570889507,0.0006723225961183447,0.029891140214925054
0.19,60,0.826475684218187,0.001979901401561285,10.684752163981152,0.012326032707684861,45586.63574015498,0.009743382117544688,332.1671539214566,0.009386174639841524,1.1115818415300052,0.0017707102141573318,0.0006294892694217094,0.0284873735722872,0.0006060809119384831,0.02868158558497009
0.2,60,0.8175484917404023,0.00177008643756958,11.25528346400247,0.010751444433391983,47910.520431574754,0.007915745941586972,349.2618234240809,0.007892493362663039,1.1176299097809783,0.0016766345680577167,0.0005684450735839132,0.023236943185779436,0.000547342940946881,0.0235435666551255
0.21000000000000002,60,0.809238729451864,0.001823412548110196,11.7987355202464,0.010657205468605034,50062.50072742361,0.007394589647728383,365.1709604362981,0.007702491414474245,1.123315513902712,0.001563991029610086,0.0005190332857939755,0.018675767518942756,0.0004998320706839039,0.018959321554258363
0.22,60,0.8006443522766246,0.001912820645722913,12.364045214140845,0.010455649128407732,52284.80838308224,0.007393642910904441,381.6251131812461,0.007676813881798067,1.1297648697264198,0.0013970627551645528,0.0004708866257797935,0.0161858274221659,0.000453460280272355,0.01647160948695911
0.23,60,0.7921435583212897,0.0021312005783105056,12.916551960312686,0.010375744441403168,54506.074195373505,0.007960971372926656,397.8959536274178,0.008127766015840266,1.1356143259990916,0.001400957155254704,0.0004319359715821031,0.017598434187073086,0.00041606988647366236,0.017969616493371907
0.24000000000000002,60,0.7838339408564634,0.0023557962356467706,13.479855609469896,0.010812127985694262,56631.08065422699,0.008254355808588134,413.80305999781524,0.008549569503422953,1.1422027846072653,0.0018518350356978154,0.000395145713513208,0.020268160004955627,0.0003806367636029613,0.020796073432632026
0.25,60,0.7757591913804447,0.0031831290155769016,14.027551451886533,0.013010694183288473,58717.971404932134,0.011050150295160115,429.2466491376236,0.011024038255385728,1.1485997749225223,0.0020663818950680713,0.0003632255700569635,0.02532626397436219,0.00034989005804206735,0.025473776296189247
0.26,60,0.7676389342305849,0.003500030146737168,14.580492398653744,0.013315705888201747,60808.78759621072,0.011346389738607446,444.7883670106447,0.011579796041282354,1.1548281522754245,0.002378779030726876,0.0003335917058749671,0.030865835931963674,0.0003214035474203577,0.03112075337888686
0.27,60,0.7602862847823907,0.003966516027304145,15.091465395581544,0.013368819499439388,62683.227893131836,0.012932587882679482,458.863817244358,0.012550380140000945,1.1602627346654262,0.001963982853220824,0.00031080806167288575,0.027136574386509352,0.0002995260434886791,0.027059848061256383
0.28,60,0.7530282986693378,0.004736129607334215,15.614088732603735,0.01443481373401058,64500.81262348409,0.01528502398581455,472.7507607567973,0.014432977974514845,1.166207073279477,0.0026274794852721756,0.0002891697145001092,0.04064222242530098,0.00027868197672415595,0.040602835058348996
0.29000000000000004,60,0.7459312186239122,0.005276200102247251,16.158690637143835,0.015374853166135377,66216.5122405512,0.01620061058689491,486.3415700277647,0.01550095194626554,1.1722698090070114,0.00275389997304544,0.0002704740247246004,0.04383116240622961,0.0002607175182177091,0.04365628878593035
0.3,60,0.7392546846058028,0.005858516655143206,16.6616397814167,0.015878892711806605,67861.7352739734,0.017683128699364784,499.13076282569347,0.016678221254718028,1.177988712604566,0.002789110360829286,0.00025433013712415295,0.04736317186721511,0.0002451691332793013,0.047209070610128044
0.31,60,0.733505781778302,0.006841948791255143,17.12699783447013,0.019144003428916836,69209.07639116854,0.01958851355688705,510.10891879739586,0.018926645257341262,1.182947782470049,0.0030588479956088874,0.00024045146125378382,0.05045178634317136,0.00023179651920213958,0.05031043667587341
0.32,60,0.7288658402533873,0.007232496512996022,17.54435605747437,0.02002849971468205,70159.88904580064,0.019894592089008106,519.0003784904187,0.019647558338389257,1.187840942818096,0.003361402886790295,0.00022985652547103012,0.056043728898508255,0.00022153417685123403,0.055821868456804744
0.33,60,0.7270149998444595,0.007842309024393677,17.772066679606347,0.022331832836212324,70314.49859759164,0.02241347334275773,522.5842224897572,0.021111822458946466,1.1899635896669298,0.0031593119250256964,0.00022792582748572339,0.05698624254522185,0.0002196364556207468,0.056583511466260235
0.34,60,0.7298748595948901,0.008668436166117724,17.64179535711485,0.02601121549265674,69316.20910797457,0.025468956474308364,517.1592403916849,0.023355869750513743,1.1876794899093277,0.0036866412496886136,0.00023925534232216938,0.06488437181071491,0.00023041412514301403,0.06441444111753411
0.35000000000000003,60,0.7318308396339043,0.008869337431144052,17.51269224496331,0.02662549737122147,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024563001302333045,0.0684847035481287,0.00023649519292218528,0.0679935997784806
0.36000000000000004,60,0.7318308473280104,0.008869337426534415,17.510795520843104,0.026632577026531448,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024562027187412927,0.06848545000697026,0.0002364904133208017,0.06799706810664573
0.37,60,0.7318308089524204,0.008869267472189723,17.510117478543965,0.02674416383399277,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024561359234212375,0.06856236033747767,0.00023648220956391002,0.06807248998367507
0.38,60,0.7318308023990573,0.008869274064723376,17.51071130118402,0.02668914612771878,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024562614905994303,0.06851550012797304,0.00023649099846451894,0.0679970413447896
0.39,60,0.731830832194395,0.008869337231007813,17.51199656930647,0.026768544921181935,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024562817381420696,0.06850284924779362,0.00023649648050763582,0.0679911206864692
0.4,60,0.7318308371667573,0.008869342583526518,17.511111884324077,0.026663791552622326,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456243437867616,0.06851570262958018,0.00023649612558078654,0.06802811368441002
0.41000000000000003,60,0.7318308399040806,0.008869345789529028,17.51095626886049,0.026643974391514322,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456314012530799,0.0684953651660609,0.0002364983246030447,0.06800709481666714
0.42000000000000004,60,0.7318308127656975,0.008869360697558492,17.512200478225445,0.026758895615319498,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456300294043689,0.06850150399536188,0.00023649658933195365,0.0680056232908538
0.43,60,0.7318308525798707,0.008869345103693426,17.51152518078189,0.026630144928092212,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456294541195705,0.06848612929723046,0.00023650020413720806,0.06798042336122212
0.44,60,0.7318308358833818,0.008869344413241652,17.511245850811225,0.026713681108443132,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024562664084775137,0.06851671609234952,0.0002364948077143691,0.06801078950368918
0.45,60,0.7318308377797175,0.008869333216958568,17.51154891634906,0.026697560346374802,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456293208008517,0.06852598626220884,0.0002364934531138574,0.06802941315507678
0.46,60,0.7318308230000795,0.008869330639280606,17.51055701484543,0.02673544660187271,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024562557194006857,0.06846148787066553,0.00023649456607064838,0.06795544749525054
0.47000000000000003,60,0.7318308050788295,0.008869261608436466,17.51030644564811,0.026748082277233527,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024562776913360354,0.06852278018756784,0.0002364937302530532,0.06797887863315633
0.48000000000000004,60,0.7318308395628554,0.008869342882359164,17.511932901124517,0.02669942976441329,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456265043820349,0.06851089440066647,0.00023649463755830345,0.06799752200850334
0.49,60,0.7318308338541821,0.008869344192832699,17.511423710684962,0.026692271658182932,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024563764415634333,0.0684833242694788,0.0002365034438562627,0.067990114129486
0.5,60,0.7318308134027323,0.008869306848624433,17.51248825953117,0.026677052151005208,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024563651855859193,0.06848121316491894,0.00023650972806803984,0.06795190290430395
0.51,60,0.7318308477829645,0.008869347959977316,17.512173080072365,0.0267038343653427,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456191998616941,0.06848172797596393,0.00023648469314945935,0.06798101366123929
0.52,60,0.7318308380776366,0.00886933096115899,17.5118341611698,0.026692787746317233,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024562584860881415,0.0684639039386239,0.0002364933546653223,0.06795880445255932
0.53,60,0.7318308309655771,0.008869341946831536,17.512175782728804,0.026716251470775856,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456295931512007,0.06851938189540867,0.00023649821547985068,0.0680315564686161
0.54,60,0.7318308341185529,0.008869332417900697,17.51188878346482,0.02673671647933181,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456353912864783,0.06848536630524381,0.00023650491060871344,0.06796948094203821
0.55,60,0.7318308276335048,0.00886934070148412,17.512046416469776,0.026692139579497367,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456428009189845,0.06845705418064775,0.000236506715721236,0.06794445987152731
0.56,60,0.7318308313067037,0.008869326804520674,17.509865532717008,0.02670901678376921,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.000245624010438669,0.06851585669153192,0.00023648950559445722,0.06801715852627907
0.5700000000000001,60,0.7318308502987236,0.008869309330473786,17.51011048419146,0.026650467053290917,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.00024562333957084284,0.06847192788786141,0.00023649218436160884,0.06796336105487946
0.5800000000000001,60,0.731830851096275,0.00886935960911467,17.509599891729692,0.02671748632720144,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456352904379492,0.06851748775090899,0.000236503107100869,0.06802052429147305
0.59,60,0.7318308392885546,0.008869339223068125,17.51303490302242,0.026761593212249944,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456308589986567,0.06848926097173379,0.00023649580935158923,0.06798872875455574
0.6,60,0.731830828212575,0.008869337963975365,17.51111350923956,0.02651451295758034,68772.54001824981,0.027410089383101216,513.4491476374194,0.024307640893214747,1.1864026999854043,0.0038560828210511986,0.0002456440478702108,0.06850238441206315,0.00023651119550157853,0.06800114348063346
