Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.89955156209856,10.450607308137,54358.56064223917,522,1.0693479060928408,0.0006724871440082893,-0.0006344565288871531
2,0.90531455585291,9.866241561143099,51141.11206036134,492,1.065553308249977,0.0007596929739359773,-0.0007165126861823553
3,0.89915629048402,10.482517625289999,54720.26261334495,524,1.0701510599270938,0.0006732894434283862,-0.0006357136804549389
4,0.90069575369939,10.320746349381,53840.11723065887,516,1.0691742568756366,0.0007028571940814353,-0.0006643580388341338
5,0.9053253388849201,9.8427046518591,51248.516597242204,492,1.0658881572301049,0.0007450647900780013,-0.0007025728337052045
6,0.9014655540583101,10.245565157439,53425.122787853965,512,1.0683324072575984,0.0007171279702154693,-0.0006773186849367711
7,0.90127310396858,10.260000000001,53453.13801092122,513,1.0678434368864764,0.0007018182273097897,-0.0006636836375743405
8,0.90185054962338,10.201066974495,53274.67744797144,510,1.0685505628886474,0.000695289081373312,-0.0006550546586228901
9,0.89897972380897,10.507046184252,54723.319770906885,525,1.0702728649050297,0.0006672413399224451,-0.0006300502647383543
10,0.8980014524431701,10.600659350521,55210.38607789147,530,1.0704846879501837,0.0006471271072370012,-0.0006106864571612441
11,0.89684690123961,10.720758896036001,55982.458669050146,536,1.0718360083935647,0.0006270997327244514,-0.0005913867616174549
12,0.9014655540583001,10.240097926071,53526.254063623535,512,1.0684540580548167,0.0006897316616676272,-0.0006510839836678991
13,0.9028127046864202,10.100000000001,52756.29663896164,505,1.068011632737848,0.0007006511538845887,-0.0006608643418307763
14,0.9035825451063001,10.021077903916,52261.166473123536,501,1.066713626525443,0.0007360131166191088,-0.0006945181673554715
15,0.90127310396857,10.261307498648,53565.701620874715,513,1.0687974831710194,0.0006845778332268275,-0.0006457055137311713
