Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.9753022384846601,4.1529539044581005,56992.11965261554,385,1.0836188741401027,0.0022149471876765853,-0.0020937160528861627
2,0.9756871386641299,4.0882325449081005,56115.282751228035,379,1.0823228897044619,0.0022309066157183465,-0.0021067226713011125
3,0.97523808845476,4.1637407977164,57031.762455754426,386,1.0826167731938796,0.0021727812781072494,-0.002054612434887599
4,0.9758154387239399,4.0666587583914,55535.3586279462,377,1.0810212240963857,0.002237146399375921,-0.002114947578911005
5,0.9756871386641299,4.0882325449081005,56260.89928218008,379,1.0829294663573086,0.002220067163062128,-0.002096529989629826
6,0.9754946885744001,4.1205932246831,56437.267485365075,382,1.0821766420887222,0.002233182762857795,-0.0021114263467677348
7,0.9755588386043,4.1098063314247995,56577.466410839785,381,1.081237016308019,0.0022263104092772714,-0.0021045105479381
8,0.9754305385444699,4.1313801179414,57030.38040984777,383,1.0833808089125696,0.0022034622367203653,-0.0020810538267230947
9,0.9756871386641199,4.0882325449081005,56149.56745163809,379,1.0816152766726943,0.0022365301058787654,-0.0021144101462834
10,0.9755588386043,4.1098063314247995,56424.01424580204,381,1.0819935560225105,0.0022009343741062467,-0.0020800846786255558
11,0.97523808845475,4.1637407977164,57324.694813141374,386,1.0836038209765797,0.002208842766091086,-0.002087186172323742
12,0.9754946885744001,4.1205932246831,56629.15591744567,382,1.0822390408972251,0.0021994851292923326,-0.0020791005361336518
13,0.97536638851457,4.1421670111998,57384.89747011308,384,1.0830622814240736,0.0022085402743526944,-0.002086421743349216
14,0.97555883860431,4.1098063314247995,56289.75579686633,381,1.0830685986598612,0.0022008622030328627,-0.0020791735591703733
15,0.9754946885744001,4.1205932246831,56776.268379575486,382,1.08256330599308,0.002179185316349069,-0.002059560392387218
16,0.9756229886342199,4.0990194381664,56730.42890825045,380,1.0823662679714872,0.0022022765961343107,-0.002079646876533211
17,0.9755588386043,4.1098063314247995,56489.822817306886,381,1.0826603257454932,0.0022324778798832627,-0.0021087459528277694
18,0.97510978839493,4.1853145842331,57477.49709126022,388,1.085354432348367,0.0021479539550766187,-0.0020273890359926933
19,0.9751739384248599,4.1745276909748,57575.95909871777,387,1.0842246179224686,0.0021469130187787198,-0.002027394744195993
20,0.9756229886342099,4.0990194381664,56386.16272708366,380,1.0826398395786525,0.0022287019003544408,-0.002105430990993511
21,0.97555883860432,4.1098063314247995,56458.20917339209,381,1.0818911477941886,0.0022488832432160924,-0.002125229398824952
22,0.9756229886342199,4.0990194381664,56134.98141313336,380,1.0820555209615523,0.0022036537682157808,-0.0020816707375482984
23,0.97517393842484,4.1745276909748,57195.20620974827,387,1.083893165170992,0.002178050350207264,-0.002058531587144797
24,0.97536638851458,4.1421670111998,57045.99413292546,384,1.0833013462469734,0.002207863302737197,-0.0020869702307119604
25,0.97536638851457,4.1421670111998,57233.26061657175,384,1.083438449612403,0.0021838286674691234,-0.002062539743024812
