Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.89820441147045,10.581318267854,55103.38532585055,529,1.0704517136417502,0.0006455588056653,-0.0006089872165529
2,0.90358250504534,10.022533155769,52172.2565056329,501,1.0667456553755523,0.0007167276345432,-0.0006757218885358
3,0.89780913985591,10.622791375188,55483.936852744235,531,1.0712208967732924,0.0006486063778039,-0.0006126306813024
4,0.89896370289181,10.502085678384,54793.70977620463,525,1.0706491928178208,0.0006714777436399,-0.0006343243138188
5,0.90262533923916,10.124693498957,52747.10496504347,506,1.067942147768702,0.0006933654035415,-0.0006536029185898
6,0.89819390253288,10.581513667314,55164.12161060367,529,1.0704537621415624,0.0006585892261832,-0.0006221843558045
7,0.9003108535199201,10.360000000001,53967.20368417898,518,1.068669387755102,0.0006720734276463,-0.0006349644935867
8,0.89992604872607,10.400794015541,54318.51675764353,520,1.070087690808704,0.0006611517600175,-0.0006229446194081
9,0.89761655226371,10.642580201329,55491.410570346234,532,1.0711173492181685,0.0006362795287103,-0.0006005292526437
10,0.8968467519047901,10.720185354067,55839.831256326026,536,1.071390639407628,0.0006243294144057,-0.0005889221872083
11,0.89607695154586,10.800071162967,56408.16342649818,540,1.0722475559083058,0.0006118520829658,-0.0005773993038005
12,0.8999259533404699,10.401758201786,54355.04232609856,520,1.0695318738404451,0.0006632631435336,-0.0006260583555726
13,0.90223535441724,10.160000000001,53061.59445028494,508,1.068224337059965,0.0006921137171037,-0.0006527447598904
14,0.90146555405832,10.240000000001,53432.00628468399,512,1.0681684307834527,0.0006996229943849,-0.0006605123349851
15,0.9001184034301999,10.381552738756,54204.57157720318,519,1.0695712934631432,0.0006705094342427,-0.0006324071335722
