Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.7275600852093199,17.848091136053,69599.55319018719,522,1.190506059353033,0.0002342399601071,-0.0002254914572922
2,0.74326585661136,16.814229324875,65284.48692600887,492,1.180936336392004,0.0002751342680181,-0.00026448009055
3,0.72636729381154,18.043359273956,69990.05879923231,524,1.1899241067447934,0.0002334695293171,-0.0002250009338399
4,0.7305646987371,17.634040625431002,69391.4548709471,516,1.186424576137404,0.0002518487268804,-0.0002428251213814
5,0.74327293191212,16.657041528678,65509.768416878534,492,1.180961646121049,0.0002702830531199,-0.0002599770137209
6,0.73261387594816,17.391913608004998,69038.0637578165,512,1.1805098746867169,0.0002557052822398,-0.0002461804012984
7,0.73206749421572,17.580143030704,69051.56323244826,513,1.18228024613839,0.0002509949846333,-0.0002420135431381
8,0.7336781341097101,17.244013097786,68558.36425988491,510,1.188419853867473,0.0002405628921073,-0.0002310500982986
9,0.7260038910636001,17.937778945288,70034.57275762728,525,1.192468556832695,0.0002304563116129,-0.0002219998056482
10,0.7232023901637,18.017186924003997,71523.82571603036,530,1.1916839354342812,0.0002193407626868,-0.0002114091611121
