Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.99082654572288,1.5425257359416005,21435.841038838396,143,1.0297854206238657,0.0067852583081264,-0.006509187770049
2,0.99082654572287,1.5425257359416005,21538.92191582668,143,1.029613738976328,0.0067989002582425,-0.0065231534294878
3,0.99076239569297,1.5533126291999,21625.74122935982,144,1.0300993896386408,0.0063717938090475,-0.0061104992983577
4,0.99076239569297,1.5533126291999,21640.25104269148,144,1.030320780702125,0.0064896386929098,-0.0062189373383434
5,0.99076239569297,1.5533126291999,21669.584118928513,144,1.030326581315756,0.0068668795361654,-0.0065782148132178
6,0.99082654572288,1.5425257359416005,21434.984699586723,143,1.0300122031035577,0.0066289255105088,-0.0063527780738353
7,0.99082654572287,1.5425257359416005,21677.762943283687,143,1.029573805907173,0.0067867443862566,-0.0065127231698186
8,0.9909548457827,1.5209519494248998,21371.801359113535,141,1.0296075072225386,0.0066956193823615,-0.0064138082148614
9,0.99076239569296,1.5533126291999,21739.963445000187,144,1.029873038118958,0.0066025109147011,-0.0063304920128714
10,0.99076239569296,1.5533126291999,21624.997500576257,144,1.0303172693477527,0.0069668378065925,-0.0066836033967655
11,0.99076239569297,1.5533126291999,21646.297949633135,144,1.0302582282757893,0.0066852698724036,-0.0064110958351883
12,0.99082654572287,1.5425257359416005,21474.09367291387,143,1.0302071743766232,0.0066156468593135,-0.0063441391311069
13,0.99089069575278,1.5317388426832,21496.457394466608,142,1.0302025508911226,0.0065458778513695,-0.0062754473838295
14,0.9909548457827,1.5209519494248998,21249.860117001488,141,1.0295563568882984,0.0065412879678959,-0.0062742301556726
15,0.99089069575278,1.5317388426832,21383.952577536948,142,1.029380486776058,0.0070676401430646,-0.006787001863053
16,0.99082654572288,1.5425257359416005,21750.929193880507,143,1.0304930004646644,0.0069440964707799,-0.0066515238493117
17,0.99089069575279,1.5317388426832,21308.461160230552,142,1.0301314987549064,0.0070755009335105,-0.0067764363381162
18,0.99082654572288,1.5425257359416005,21482.941840128373,143,1.0298911930439187,0.0066768325252007,-0.0064038324071786
19,0.99082654572287,1.5425257359416005,21578.50264758985,143,1.0302175906768567,0.0068073565075425,-0.0065148396761901
20,0.99095484578269,1.5209519494248998,21200.7601056271,141,1.0293561814808567,0.0069578163289567,-0.0066809730981512
21,0.99082654572288,1.5425257359416005,21501.473232742803,143,1.0301583656930609,0.0066865760091525,-0.0064125443357615
22,0.99076239569296,1.5533126291999,21508.175495186093,144,1.030148004898028,0.0067190613147031,-0.0064504182240154
23,0.99082654572288,1.5425257359416005,21443.392721148804,143,1.02945703678704,0.0067479097088428,-0.0064748735909425
24,0.99076239569296,1.5533126291999,21630.887272146647,144,1.0303724260280047,0.0067453582056585,-0.0064708293204517
25,0.9908906957528,1.5317388426832,21381.157563205496,142,1.0302936576302677,0.0067529611656446,-0.0064666457270062
