Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.7275600741833499,17.84323527854,69599.55319018719,522,1.190506059353033,0.0002341802661934,-0.0002254445465984
2,0.7432656178752901,16.816822154630998,65284.48692600887,492,1.180936336392004,0.0002751768742814,-0.0002644820617978
3,0.72636730770691,18.036729791238,69990.05879923231,524,1.1899241067447934,0.0002334310847393,-0.0002249593847555
4,0.73056470397507,17.629471171096,69391.4548709471,516,1.186424576137404,0.0002518744627756,-0.0002428502544389
5,0.7432729403722399,16.6583091212,65509.768416878534,492,1.180961646121049,0.0002702758642671,-0.0002599843779323
6,0.73261388179413,17.391681292589,69038.0637578165,512,1.1805098746867169,0.0002557071420378,-0.000246178051315
7,0.73206750383743,17.585449344753002,69051.56323244826,513,1.18228024613839,0.0002510317889512,-0.0002420367502199
8,0.73367812401856,17.243427547672,68558.36425988491,510,1.188419853867473,0.0002405640244796,-0.0002310482863443
9,0.7260038893419201,17.940531972530998,70034.57275762728,525,1.192468556832695,0.0002304639136486,-0.0002220159349349
10,0.7232023989684101,18.023469379433,71523.82571603036,530,1.1916839354342812,0.0002193453755651,-0.0002113988986931
