M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.6397228312812728,101.41162463901682,1163,3.6110735606416515,0.6287890500552838,98.05442061350645,1253,7.73301137468687e-07,-7.332483335131413e-07
