M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.3200710725061374,27.038456898945817,-81,inf,0.0,3.50291700265311,1,8.263986333565763e-10,-1.6637381136691413e-10
