M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.5895785311369727,79.16570271783931,470,4.932351369512474,0.5749201195629767,75.46370048383177,564,6.725073926228255e-07,-6.566845110923657e-07
