Porosity,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.05,0.04990770412848335,29.906850159568965,-1283,inf,0.0,3.5029170026531102,1,1.0863599768983598e-11,-5.480912134952576e-13
0.1,0.10014804819999623,49.90700270371554,-1791,inf,0.0,3.5029170026531102,1,5.95233504156e-11,-4.376155686687202e-12
0.14,0.14017611176702086,62.228898043190824,-1889,inf,0.0,3.5029170026531102,1,1.174957503978283e-10,-2.185736020520443e-11
0.18,0.17994649650493807,72.20878598419121,-1825,inf,0.0,3.5029170026531102,1,1.0157049241417508e-10,-1.2523385729709696e-11
0.23,0.2300017803264557,82.78696681400126,-1720,inf,0.0,3.5029170026531102,1,3.355239701049751e-10,-5.7184721205677556e-11
0.27,0.26977216506437285,90.69337343007976,-1505,inf,0.0,3.5029170026531102,1,4.839236289024599e-10,-9.074665807137508e-11
0.32,0.32019522685107105,97.82000833183344,-1283,inf,0.0,3.5029170026531102,1,1.4979145909704154e-09,-4.893032420841774e-10
0.36,0.3601436442345533,102.50914654850745,-969,inf,0.0,3.5029170026531102,1,1.7605874058992799e-09,-3.2919390420931863e-10
0.41,0.410132165813984,106.0337807456864,-663,inf,0.0,3.5029170026531102,1,6.182252047028587e-09,-2.3133786979186706e-09
0.45,0.45021645021645024,107.2830017436143,-302,inf,0.0,3.5029170026531102,1,1.3943362047129086e-08,-5.38678382207025e-09
0.5,0.5001616349018947,109.19632839817105,163,14.682722887538937,0.3857440359063736,79.46589110400717,484,8.346485470663713e-08,-6.803490346922215e-08
0.55,0.5499932066490508,108.17347793565399,515,14.293577779965705,0.4917730177470437,92.861463358668,719,1.2635474729790586e-07,-8.981042328919556e-08
0.59,0.5901583085024643,106.09174233679336,830,5.508770842602925,0.5593164951931185,97.69898204493664,990,2.818923249029364e-07,-2.5508601450013297e-07
0.64,0.6397228312812728,101.41162463901682,1163,3.611073560641652,0.6287890500552838,98.05442061350644,1253,7.73301137468687e-07,-7.332483335131413e-07
0.68,0.6799804632596841,96.68011555160216,1444,2.8037810745908684,0.675209891118982,94.9509655879047,1494,1.3136035768719114e-06,-1.277650140229917e-06
0.73,0.7299186203406982,90.11720363794443,1767,2.0957736459177485,0.7274776990686082,89.24312832748299,1796,2.243636026919668e-06,-2.2012576119970087e-06
0.77,0.7698857780026611,81.99639802845604,1907,1.7909845003278082,0.7680960814077697,81.40808808289626,1933,3.7262026254622717e-06,-3.698442423094737e-06
0.82,0.8199715147767096,71.17842156780894,2020,1.5119049455861833,0.8195112066865313,70.99240457458059,2029,6.5479339981682e-06,-6.4746421684371184e-06
0.86,0.8601401304323383,60.22454926676743,2068,1.3419950134522585,0.8597910927456383,60.08879098431609,2075,1.068159744668687e-05,-1.063114207595291e-05
0.91,0.9100759449785424,43.93789010799572,1832,1.1862647536606066,0.9100501770956316,43.9217057208527,1833,2.2068603351288645e-05,-2.1858296882499724e-05
0.95,0.9499271471674068,27.396533068323784,1365,1.0956587124087718,0.9499154344933566,27.385481677507304,1366,5.417487913294959e-05,-5.365946961366981e-05
