M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.5900517231686063,27.579679618025946,63,4.036606342470017,0.49623788909503197,23.477336367113832,64,9.05438017698881e-06,-9.724264062078893e-06
